"year","unitid","inst_name","state_name","ftpt","retention_rate"
"2017","136516","Polk State College","Florida","Full-time",""
"2017","136516","Polk State College","Florida","Part-time",""
"2017","136516","Polk State College","Florida","Total",""
"2017","137078","St Petersburg College","Florida","Full-time",""
"2017","137078","St Petersburg College","Florida","Part-time",""
"2017","137078","St Petersburg College","Florida","Total",""
"2017","137096","Santa Fe College","Florida","Full-time",""
"2017","137096","Santa Fe College","Florida","Part-time",""
"2017","137096","Santa Fe College","Florida","Total",""
"2017","137209","Seminole State College of Florida","Florida","Full-time",""
"2017","137209","Seminole State College of Florida","Florida","Part-time",""
"2017","137209","Seminole State College of Florida","Florida","Total",""
"2017","137281","Saint Johns River State College","Florida","Full-time",""
"2017","137281","Saint Johns River State College","Florida","Part-time",""
"2017","137281","Saint Johns River State College","Florida","Total",""
"2017","137315","South Florida State College","Florida","Full-time",""
"2017","137315","South Florida State College","Florida","Part-time",""
"2017","137315","South Florida State College","Florida","Total",""
"2017","137351","University of South Florida-Main Campus","Florida","Full-time","0.9"
"2017","137351","University of South Florida-Main Campus","Florida","Part-time","0.77"
"2017","137351","University of South Florida-Main Campus","Florida","Total","0.9"
"2017","137759","Tallahassee Community College","Florida","Full-time",""
"2017","137759","Tallahassee Community College","Florida","Part-time",""
"2017","137759","Tallahassee Community College","Florida","Total",""
"2017","138187","Valencia College","Florida","Full-time",""
"2017","138187","Valencia College","Florida","Part-time",""
"2017","138187","Valencia College","Florida","Total",""
"2017","138354","The University of West Florida","Florida","Full-time","0.77"
"2017","138354","The University of West Florida","Florida","Part-time","0.76"
"2017","138354","The University of West Florida","Florida","Total","0.77"
"2017","138558","Abraham Baldwin Agricultural College","Georgia","Full-time","0.66"
"2017","138558","Abraham Baldwin Agricultural College","Georgia","Part-time","0.29"
"2017","138558","Abraham Baldwin Agricultural College","Georgia","Total","0.65"
"2017","138716","Albany State University","Georgia","Full-time","0.71"
"2017","138716","Albany State University","Georgia","Part-time","0.29"
"2017","138716","Albany State University","Georgia","Total","0.7"
"2017","138789","Armstrong State University","Georgia","Full-time","0.65"
"2017","138789","Armstrong State University","Georgia","Part-time","0.58"
"2017","138789","Armstrong State University","Georgia","Total","0.65"
"2017","138901","Atlanta Metropolitan State College","Georgia","Full-time","0.71"
"2017","138901","Atlanta Metropolitan State College","Georgia","Part-time","0.25"
"2017","138901","Atlanta Metropolitan State College","Georgia","Total","0.55"
"2017","139010","Bainbridge State College","Georgia","Full-time",""
"2017","139010","Bainbridge State College","Georgia","Part-time","1"
"2017","139010","Bainbridge State College","Georgia","Total","1"
"2017","139250","College of Coastal Georgia","Georgia","Full-time","0.58"
"2017","139250","College of Coastal Georgia","Georgia","Part-time","0.55"
"2017","139250","College of Coastal Georgia","Georgia","Total","0.58"
"2017","139311","Clayton  State University","Georgia","Full-time","0.68"
"2017","139311","Clayton  State University","Georgia","Part-time","0.63"
"2017","139311","Clayton  State University","Georgia","Total","0.67"
"2017","139366","Columbus State University","Georgia","Full-time","0.76"
"2017","139366","Columbus State University","Georgia","Part-time","0.52"
"2017","139366","Columbus State University","Georgia","Total","0.75"
"2017","139463","Dalton State College","Georgia","Full-time","0.68"
"2017","139463","Dalton State College","Georgia","Part-time","0.56"
"2017","139463","Dalton State College","Georgia","Total","0.67"
"2017","139621","East Georgia State College","Georgia","Full-time","0.43"
"2017","139621","East Georgia State College","Georgia","Part-time",""
"2017","139621","East Georgia State College","Georgia","Total","0.43"
"2017","139700","Georgia Highlands College","Georgia","Full-time",""
"2017","139700","Georgia Highlands College","Georgia","Part-time","0"
"2017","139700","Georgia Highlands College","Georgia","Total","0"
"2017","139719","Fort Valley State University","Georgia","Full-time","0.76"
"2017","139719","Fort Valley State University","Georgia","Part-time","0.38"
"2017","139719","Fort Valley State University","Georgia","Total","0.75"
"2017","139755","Georgia Institute of Technology-Main Campus","Georgia","Full-time","0.97"
"2017","139755","Georgia Institute of Technology-Main Campus","Georgia","Part-time","0.67"
"2017","139755","Georgia Institute of Technology-Main Campus","Georgia","Total","0.97"
"2017","139764","Georgia Southwestern State University","Georgia","Full-time","0.65"
"2017","139764","Georgia Southwestern State University","Georgia","Part-time","0.67"
"2017","139764","Georgia Southwestern State University","Georgia","Total","0.65"
"2017","139861","Georgia College & State University","Georgia","Full-time","0.84"
"2017","139861","Georgia College & State University","Georgia","Part-time","0"
"2017","139861","Georgia College & State University","Georgia","Total","0.84"
"2017","139931","Georgia Southern University","Georgia","Full-time","0.79"
"2017","139931","Georgia Southern University","Georgia","Part-time","0.4"
"2017","139931","Georgia Southern University","Georgia","Total","0.79"
"2017","139940","Georgia State University","Georgia","Full-time","0.83"
"2017","139940","Georgia State University","Georgia","Part-time","0.53"
"2017","139940","Georgia State University","Georgia","Total","0.82"
"2017","139959","University of Georgia","Georgia","Full-time","0.95"
"2017","139959","University of Georgia","Georgia","Part-time","0.84"
"2017","139959","University of Georgia","Georgia","Total","0.95"
"2017","139968","Gordon State College","Georgia","Full-time","0.63"
"2017","139968","Gordon State College","Georgia","Part-time","0.5"
"2017","139968","Gordon State College","Georgia","Total","0.61"
"2017","140960","Savannah State University","Georgia","Full-time","0.58"
"2017","140960","Savannah State University","Georgia","Part-time","0.25"
"2017","140960","Savannah State University","Georgia","Total","0.57"
"2017","141264","Valdosta State University","Georgia","Full-time","0.69"
"2017","141264","Valdosta State University","Georgia","Part-time","0.43"
"2017","141264","Valdosta State University","Georgia","Total","0.68"
"2017","141334","University of West Georgia","Georgia","Full-time","0.72"
"2017","141334","University of West Georgia","Georgia","Part-time","0.39"
"2017","141334","University of West Georgia","Georgia","Total","0.72"
"2017","173124","Bemidji State University","Minnesota","Full-time","0.69"
"2017","173124","Bemidji State University","Minnesota","Part-time","0.63"
"2017","173124","Bemidji State University","Minnesota","Total","0.69"
"2017","173920","Minnesota State University-Mankato","Minnesota","Full-time","0.75"
"2017","173920","Minnesota State University-Mankato","Minnesota","Part-time","0.44"
"2017","173920","Minnesota State University-Mankato","Minnesota","Total","0.75"
"2017","174020","Metropolitan State University","Minnesota","Full-time","0.73"
"2017","174020","Metropolitan State University","Minnesota","Part-time","0.44"
"2017","174020","Metropolitan State University","Minnesota","Total","0.61"
"2017","174066","University of Minnesota-Twin Cities","Minnesota","Full-time","0.93"
"2017","174066","University of Minnesota-Twin Cities","Minnesota","Part-time","0.75"
"2017","174066","University of Minnesota-Twin Cities","Minnesota","Total","0.93"
"2017","174075","University of Minnesota-Crookston","Minnesota","Full-time","0.71"
"2017","174075","University of Minnesota-Crookston","Minnesota","Part-time","0.38"
"2017","174075","University of Minnesota-Crookston","Minnesota","Total","0.69"
"2017","174233","University of Minnesota-Duluth","Minnesota","Full-time","0.77"
"2017","174233","University of Minnesota-Duluth","Minnesota","Part-time","0.27"
"2017","174233","University of Minnesota-Duluth","Minnesota","Total","0.77"
"2017","174251","University of Minnesota-Morris","Minnesota","Full-time","0.8"
"2017","174251","University of Minnesota-Morris","Minnesota","Part-time","0"
"2017","174251","University of Minnesota-Morris","Minnesota","Total","0.8"
"2017","174358","Minnesota State University Moorhead","Minnesota","Full-time","0.74"
"2017","174358","Minnesota State University Moorhead","Minnesota","Part-time","0.36"
"2017","174358","Minnesota State University Moorhead","Minnesota","Total","0.74"
"2017","174783","Saint Cloud State University","Minnesota","Full-time","0.67"
"2017","174783","Saint Cloud State University","Minnesota","Part-time","0.67"
"2017","174783","Saint Cloud State University","Minnesota","Total","0.67"
"2017","175078","Southwest Minnesota State University","Minnesota","",""
"2017","175272","Winona State University","Minnesota","",""
"2017","200800","University of Akron Main Campus","Ohio","Full-time","0.73"
"2017","200800","University of Akron Main Campus","Ohio","Part-time","0.55"
"2017","200800","University of Akron Main Campus","Ohio","Total","0.72"
"2017","201441","Bowling Green State University-Main Campus","Ohio","Full-time","0.77"
"2017","201441","Bowling Green State University-Main Campus","Ohio","Part-time","0.42"
"2017","201441","Bowling Green State University-Main Campus","Ohio","Total","0.77"
"2017","201690","Central State University","Ohio","Full-time","0.47"
"2017","201690","Central State University","Ohio","Part-time","0"
"2017","201690","Central State University","Ohio","Total","0.46"
"2017","201885","University of Cincinnati-Main Campus","Ohio","Full-time","0.86"
"2017","201885","University of Cincinnati-Main Campus","Ohio","Part-time","0.38"
"2017","201885","University of Cincinnati-Main Campus","Ohio","Total","0.86"
"2017","201946","University of Cincinnati-Clermont College","Ohio","Full-time",""
"2017","201946","University of Cincinnati-Clermont College","Ohio","Part-time",""
"2017","201946","University of Cincinnati-Clermont College","Ohio","Total",""
"2017","201955","University of Cincinnati-Blue Ash College","Ohio","Full-time",""
"2017","201955","University of Cincinnati-Blue Ash College","Ohio","Part-time",""
"2017","201955","University of Cincinnati-Blue Ash College","Ohio","Total",""
"2017","202134","Cleveland State University","Ohio","Full-time","0.7"
"2017","202134","Cleveland State University","Ohio","Part-time","0.38"
"2017","202134","Cleveland State University","Ohio","Total","0.69"
"2017","203447","Kent State University at Ashtabula","Ohio","Full-time","0.44"
"2017","203447","Kent State University at Ashtabula","Ohio","Part-time","0.25"
"2017","203447","Kent State University at Ashtabula","Ohio","Total","0.41"
"2017","203456","Kent State University at East Liverpool","Ohio","Full-time","0.68"
"2017","203456","Kent State University at East Liverpool","Ohio","Part-time","0.58"
"2017","203456","Kent State University at East Liverpool","Ohio","Total","0.66"
"2017","203465","Kent State University at Stark","Ohio","Full-time","0.66"
"2017","203465","Kent State University at Stark","Ohio","Part-time","0.5"
"2017","203465","Kent State University at Stark","Ohio","Total","0.63"
"2017","203474","Kent State University at Trumbull","Ohio","Full-time","0.63"
"2017","203474","Kent State University at Trumbull","Ohio","Part-time","0.42"
"2017","203474","Kent State University at Trumbull","Ohio","Total","0.59"
"2017","203483","Kent State University at Tuscarawas","Ohio","Full-time","0.63"
"2017","203483","Kent State University at Tuscarawas","Ohio","Part-time","0.39"
"2017","203483","Kent State University at Tuscarawas","Ohio","Total","0.6"
"2017","203492","Kent State University at Salem","Ohio","Full-time","0.55"
"2017","203492","Kent State University at Salem","Ohio","Part-time","0.52"
"2017","203492","Kent State University at Salem","Ohio","Total","0.54"
"2017","203517","Kent State University at Kent","Ohio","Full-time","0.8"
"2017","203517","Kent State University at Kent","Ohio","Part-time","0.64"
"2017","203517","Kent State University at Kent","Ohio","Total","0.8"
"2017","203526","Kent State University at Geauga","Ohio","Full-time","0.6"
"2017","203526","Kent State University at Geauga","Ohio","Part-time","0.54"
"2017","203526","Kent State University at Geauga","Ohio","Total","0.59"
"2017","204006","Miami University-Hamilton","Ohio","Full-time","0.64"
"2017","204006","Miami University-Hamilton","Ohio","Part-time","0.41"
"2017","204006","Miami University-Hamilton","Ohio","Total","0.61"
"2017","204015","Miami University-Middletown","Ohio","Full-time","0.69"
"2017","204015","Miami University-Middletown","Ohio","Part-time","0.44"
"2017","204015","Miami University-Middletown","Ohio","Total","0.66"
"2017","204024","Miami University-Oxford","Ohio","Full-time","0.91"
"2017","204024","Miami University-Oxford","Ohio","Part-time","1"
"2017","204024","Miami University-Oxford","Ohio","Total","0.91"
"2017","204671","Ohio State University-Lima Campus","Ohio","Full-time","0.65"
"2017","204671","Ohio State University-Lima Campus","Ohio","Part-time","0.29"
"2017","204671","Ohio State University-Lima Campus","Ohio","Total","0.63"
"2017","204680","Ohio State University-Mansfield Campus","Ohio","Full-time","0.68"
"2017","204680","Ohio State University-Mansfield Campus","Ohio","Part-time","0.25"
"2017","204680","Ohio State University-Mansfield Campus","Ohio","Total","0.67"
"2017","204699","Ohio State University-Marion Campus","Ohio","Full-time","0.7"
"2017","204699","Ohio State University-Marion Campus","Ohio","Part-time","0.31"
"2017","204699","Ohio State University-Marion Campus","Ohio","Total","0.69"
"2017","204705","Ohio State University-Newark Campus","Ohio","Full-time","0.68"
"2017","204705","Ohio State University-Newark Campus","Ohio","Part-time","0.42"
"2017","204705","Ohio State University-Newark Campus","Ohio","Total","0.67"
"2017","204796","Ohio State University-Main Campus","Ohio","Full-time","0.94"
"2017","204796","Ohio State University-Main Campus","Ohio","Part-time","0.71"
"2017","204796","Ohio State University-Main Campus","Ohio","Total","0.94"
"2017","204802","Ohio University-Eastern Campus","Ohio","Full-time","0.57"
"2017","204802","Ohio University-Eastern Campus","Ohio","Part-time","0.25"
"2017","204802","Ohio University-Eastern Campus","Ohio","Total","0.56"
"2017","204820","Ohio University-Chillicothe Campus","Ohio","Full-time","0.57"
"2017","204820","Ohio University-Chillicothe Campus","Ohio","Part-time","0.3"
"2017","204820","Ohio University-Chillicothe Campus","Ohio","Total","0.56"
"2017","204839","Ohio University-Southern Campus","Ohio","Full-time","0.57"
"2017","204839","Ohio University-Southern Campus","Ohio","Part-time","0.3"
"2017","204839","Ohio University-Southern Campus","Ohio","Total","0.56"
"2017","204848","Ohio University-Lancaster Campus","Ohio","Full-time","0.56"
"2017","204848","Ohio University-Lancaster Campus","Ohio","Part-time","0.34"
"2017","204848","Ohio University-Lancaster Campus","Ohio","Total","0.54"
"2017","204857","Ohio University-Main Campus","Ohio","Full-time","0.8"
"2017","204857","Ohio University-Main Campus","Ohio","Part-time","0.36"
"2017","204857","Ohio University-Main Campus","Ohio","Total","0.8"
"2017","204866","Ohio University-Zanesville Campus","Ohio","Full-time","0.59"
"2017","204866","Ohio University-Zanesville Campus","Ohio","Part-time","0.67"
"2017","204866","Ohio University-Zanesville Campus","Ohio","Total","0.59"
"2017","205443","Shawnee State University","Ohio","Full-time","0.68"
"2017","205443","Shawnee State University","Ohio","Part-time","0"
"2017","205443","Shawnee State University","Ohio","Total","0.68"
"2017","206084","University of Toledo","Ohio","Full-time","0.74"
"2017","206084","University of Toledo","Ohio","Part-time","0.46"
"2017","206084","University of Toledo","Ohio","Total","0.74"
"2017","206604","Wright State University-Main Campus","Ohio","Full-time","0.65"
"2017","206604","Wright State University-Main Campus","Ohio","Part-time","0.42"
"2017","206604","Wright State University-Main Campus","Ohio","Total","0.64"
"2017","206613","Wright State University-Lake Campus","Ohio","Full-time","0.75"
"2017","206613","Wright State University-Lake Campus","Ohio","Part-time","0.43"
"2017","206613","Wright State University-Lake Campus","Ohio","Total","0.74"
"2017","206695","Youngstown State University","Ohio","Full-time","0.77"
"2017","206695","Youngstown State University","Ohio","Part-time","0.58"
"2017","206695","Youngstown State University","Ohio","Total","0.77"
"2017","222831","Angelo State University","Texas","Full-time","0.67"
"2017","222831","Angelo State University","Texas","Part-time","0.36"
"2017","222831","Angelo State University","Texas","Total","0.67"
"2017","223506","Brazosport College","Texas","Full-time",""
"2017","223506","Brazosport College","Texas","Part-time",""
"2017","223506","Brazosport College","Texas","Total",""
"2017","224147","Texas A & M University-Corpus Christi","Texas","Full-time","0.59"
"2017","224147","Texas A & M University-Corpus Christi","Texas","Part-time","0.63"
"2017","224147","Texas A & M University-Corpus Christi","Texas","Total","0.59"
"2017","224545","Texas A&M University-Texarkana","Texas","Full-time","0.57"
"2017","224545","Texas A&M University-Texarkana","Texas","Part-time","0.33"
"2017","224545","Texas A&M University-Texarkana","Texas","Total","0.56"
"2017","224554","Texas A & M University-Commerce","Texas","Full-time","0.67"
"2017","224554","Texas A & M University-Commerce","Texas","Part-time","0.29"
"2017","224554","Texas A & M University-Commerce","Texas","Total","0.66"
"2017","225414","University of Houston-Clear Lake","Texas","Full-time","0.74"
"2017","225414","University of Houston-Clear Lake","Texas","Part-time","0.51"
"2017","225414","University of Houston-Clear Lake","Texas","Total","0.71"
"2017","225432","University of Houston-Downtown","Texas","Full-time","0.72"
"2017","225432","University of Houston-Downtown","Texas","Part-time","0.54"
"2017","225432","University of Houston-Downtown","Texas","Total","0.7"
"2017","225502","University of Houston-Victoria","Texas","Full-time","0.56"
"2017","225502","University of Houston-Victoria","Texas","Part-time","0.33"
"2017","225502","University of Houston-Victoria","Texas","Total","0.55"
"2017","225511","University of Houston","Texas","Full-time","0.85"
"2017","225511","University of Houston","Texas","Part-time","0.61"
"2017","225511","University of Houston","Texas","Total","0.84"
"2017","226091","Lamar University","Texas","Full-time","0.64"
"2017","226091","Lamar University","Texas","Part-time","0.53"
"2017","226091","Lamar University","Texas","Total","0.64"
"2017","226152","Texas A & M International University","Texas","Full-time","0.76"
"2017","226152","Texas A & M International University","Texas","Part-time","0.5"
"2017","226152","Texas A & M International University","Texas","Total","0.76"
"2017","226806","Midland College","Texas","Full-time",""
"2017","226806","Midland College","Texas","Part-time",""
"2017","226806","Midland College","Texas","Total",""
"2017","226833","Midwestern State University","Texas","Full-time","0.67"
"2017","226833","Midwestern State University","Texas","Part-time","0.67"
"2017","226833","Midwestern State University","Texas","Total","0.67"
"2017","227216","University of North Texas","Texas","Full-time","0.78"
"2017","227216","University of North Texas","Texas","Part-time","0.53"
"2017","227216","University of North Texas","Texas","Total","0.77"
"2017","227368","The University of Texas Rio Grande Valley","Texas","Full-time","0.79"
"2017","227368","The University of Texas Rio Grande Valley","Texas","Part-time","0.64"
"2017","227368","The University of Texas Rio Grande Valley","Texas","Total","0.78"
"2017","227526","Prairie View A & M University","Texas","Full-time","0.71"
"2017","227526","Prairie View A & M University","Texas","Part-time","0.94"
"2017","227526","Prairie View A & M University","Texas","Total","0.71"
"2017","227881","Sam Houston State University","Texas","Full-time","0.77"
"2017","227881","Sam Houston State University","Texas","Part-time","0.64"
"2017","227881","Sam Houston State University","Texas","Total","0.76"
"2017","228431","Stephen F Austin State University","Texas","Full-time","0.72"
"2017","228431","Stephen F Austin State University","Texas","Part-time","0.31"
"2017","228431","Stephen F Austin State University","Texas","Total","0.71"
"2017","228459","Texas State University","Texas","Full-time","0.78"
"2017","228459","Texas State University","Texas","Part-time","0.56"
"2017","228459","Texas State University","Texas","Total","0.77"
"2017","228501","Sul Ross State University","Texas","Full-time","0.58"
"2017","228501","Sul Ross State University","Texas","Part-time","0"
"2017","228501","Sul Ross State University","Texas","Total","0.57"
"2017","228529","Tarleton State University","Texas","Full-time","0.67"
"2017","228529","Tarleton State University","Texas","Part-time","0.64"
"2017","228529","Tarleton State University","Texas","Total","0.67"
"2017","228644","The University of Texas Health Science Center at San Antonio","Texas","Full-time",""
"2017","228644","The University of Texas Health Science Center at San Antonio","Texas","Part-time",""
"2017","228644","The University of Texas Health Science Center at San Antonio","Texas","Total",""
"2017","228653","The University of Texas Medical Branch","Texas","Full-time",""
"2017","228653","The University of Texas Medical Branch","Texas","Part-time",""
"2017","228653","The University of Texas Medical Branch","Texas","Total",""
"2017","228705","Texas A & M University-Kingsville","Texas","Full-time","0.68"
"2017","228705","Texas A & M University-Kingsville","Texas","Part-time","0.42"
"2017","228705","Texas A & M University-Kingsville","Texas","Total","0.67"
"2017","228723","Texas A & M University-College Station","Texas","Full-time","0.92"
"2017","228723","Texas A & M University-College Station","Texas","Part-time","0.91"
"2017","228723","Texas A & M University-College Station","Texas","Total","0.92"
"2017","228769","The University of Texas at Arlington","Texas","Full-time","0.71"
"2017","228769","The University of Texas at Arlington","Texas","Part-time","0.55"
"2017","228769","The University of Texas at Arlington","Texas","Total","0.7"
"2017","228778","The University of Texas at Austin","Texas","Full-time","0.95"
"2017","228778","The University of Texas at Austin","Texas","Part-time","0.87"
"2017","228778","The University of Texas at Austin","Texas","Total","0.94"
"2017","228787","The University of Texas at Dallas","Texas","Full-time","0.88"
"2017","228787","The University of Texas at Dallas","Texas","Part-time","0.74"
"2017","228787","The University of Texas at Dallas","Texas","Total","0.87"
"2017","228796","The University of Texas at El Paso","Texas","Full-time","0.74"
"2017","228796","The University of Texas at El Paso","Texas","Part-time","0.46"
"2017","228796","The University of Texas at El Paso","Texas","Total","0.7"
"2017","228802","The University of Texas at Tyler","Texas","Full-time","0.64"
"2017","228802","The University of Texas at Tyler","Texas","Part-time","0.6"
"2017","228802","The University of Texas at Tyler","Texas","Total","0.64"
"2017","229018","The University of Texas of the Permian Basin","Texas","Full-time","0.66"
"2017","229018","The University of Texas of the Permian Basin","Texas","Part-time","0.46"
"2017","229018","The University of Texas of the Permian Basin","Texas","Total","0.64"
"2017","229027","The University of Texas at San Antonio","Texas","Full-time","0.74"
"2017","229027","The University of Texas at San Antonio","Texas","Part-time","0.49"
"2017","229027","The University of Texas at San Antonio","Texas","Total","0.73"
"2017","229063","Texas Southern University","Texas","Full-time","0.57"
"2017","229063","Texas Southern University","Texas","Part-time","0.29"
"2017","229063","Texas Southern University","Texas","Total","0.57"
"2017","229115","Texas Tech University","Texas","Full-time","0.84"
"2017","229115","Texas Tech University","Texas","Part-time","0.63"
"2017","229115","Texas Tech University","Texas","Total","0.84"
"2017","229179","Texas Woman's University","Texas","Full-time","0.78"
"2017","229179","Texas Woman's University","Texas","Part-time","0.58"
"2017","229179","Texas Woman's University","Texas","Total","0.77"
"2017","229300","The University of Texas Health Science Center at Houston","Texas","Full-time",""
"2017","229300","The University of Texas Health Science Center at Houston","Texas","Part-time",""
"2017","229300","The University of Texas Health Science Center at Houston","Texas","Total",""
"2017","229337","Texas Tech University Health Sciences Center","Texas","Full-time",""
"2017","229337","Texas Tech University Health Sciences Center","Texas","Part-time",""
"2017","229337","Texas Tech University Health Sciences Center","Texas","Total",""
"2017","229355","Tyler Junior College","Texas","Full-time",""
"2017","229355","Tyler Junior College","Texas","Part-time",""
"2017","229355","Tyler Junior College","Texas","Total",""
"2017","229814","West Texas A & M University","Texas","Full-time","0.64"
"2017","229814","West Texas A & M University","Texas","Part-time","0.5"
"2017","229814","West Texas A & M University","Texas","Total","0.64"
"2017","262129","New College of Florida","Florida","Full-time","0.79"
"2017","262129","New College of Florida","Florida","Part-time",""
"2017","262129","New College of Florida","Florida","Total","0.79"
"2017","407009","Arizona State University-West","Arizona","Full-time","0.88"
"2017","407009","Arizona State University-West","Arizona","Part-time","0.5"
"2017","407009","Arizona State University-West","Arizona","Total","0.87"
"2017","409315","South Texas College","Texas","Full-time","0.7"
"2017","409315","South Texas College","Texas","Part-time","0.59"
"2017","409315","South Texas College","Texas","Total","0.65"
"2017","416801","The University of Texas MD Anderson Cancer Center","Texas","Full-time",""
"2017","416801","The University of Texas MD Anderson Cancer Center","Texas","Part-time",""
"2017","416801","The University of Texas MD Anderson Cancer Center","Texas","Total",""
"2017","420574","Arizona State University-Polytechnic","Arizona","Full-time","0.85"
"2017","420574","Arizona State University-Polytechnic","Arizona","Part-time","0.42"
"2017","420574","Arizona State University-Polytechnic","Arizona","Total","0.84"
"2017","433660","Florida Gulf Coast University","Florida","Full-time","0.79"
"2017","433660","Florida Gulf Coast University","Florida","Part-time","0.78"
"2017","433660","Florida Gulf Coast University","Florida","Total","0.79"
"2017","447689","Georgia Gwinnett College","Georgia","Full-time","0.67"
"2017","447689","Georgia Gwinnett College","Georgia","Part-time","0.52"
"2017","447689","Georgia Gwinnett College","Georgia","Total","0.65"
"2017","448840","University of South Florida-St Petersburg","Florida","Full-time","0.78"
