year,unitid,inst_name,state_name,admission_rate,enrollement_rate,number_applied,number_admitted,number_enrolled_ft,number_enrolled_pt,number_enrolled_total,zip,region,inst_category,inst_size,longitude,latitude,default_rate,default_rate_denom,rev_tuition_fees_gross,rev_tuition_fees_net,rev_appropriations_local,rev_grants_contracts_local,rev_fed_approps_grants,rev_state_local_approps_grants,rev_gifts_grants_contracts,rev_other,rev_operating,rev_nonoperating,rev_total_current,exp_instruc_total,exp_research_total,exp_pub_serv_total,exp_res_pub_serv_total,exp_acad_supp_total,exp_student_serv_total,exp_total_current,exp_total_salaries,exp_total_benefits,endowment_beg,endowment_end,total_revenues_additions,total_expenses_deductions,completers_150pct,completion_rate_150pct,room_board_charge,independent_pct,female_pct,married_pct,faminc_med
1996,173920,MANKATO STATE UNIVERSITY,Minnesota,,,,,,,,560028400,"Plains: IA, KS, MN, MO, NE, ND, and SD",,,,,,,31071776,,,,6503998,46769832,3496983,902601,,,109035968,38958360,1048068,1627208,2675276,10579768,11519505,106392400,48723508,10988025,6563916,7854388,,,803,0.404,2965,,,,
1997,173920,MANKATO STATE UNIVERSITY,Minnesota,,,,,,,,560028400,"Plains: IA, KS, MN, MO, NE, ND, and SD",,,,,,,32641728,,,,6678506,47854016,3992382,3236870,,,111400152,38818504,902271,1634725,2536996,11024325,11844638,107992160,52917496,11658562,7854388,12211189,,,674,0.429,2965,0.199339,0.539923,0.0795705,38485
1998,173920,MINNESOTA STATE UNVERSITY-MANKATO,Minnesota,,,,,,,,560028400,"Plains: IA, KS, MN, MO, NE, ND, and SD",,,,,,,31092572,,,,6767157,56100424,1906682,1005539,,,118374400,40922332,951766,1063117,2014883,11237850,12923256,114132832,54524024,11652510,12211189,11144645,,,634,0.415,3112,0.180545,0.553638,0.0727682,41419
1999,173920,MINNESOTA STATE UNVERSITY-MANKATO,Minnesota,,,,,,,,56001,"Plains: IA, KS, MN, MO, NE, ND, and SD",,,,,,,34303636,,,,6604775,52868032,1642685,950509,,,121480520,39607824,754161,810715,1564876,17334062,13842900,119723168,57584380,13699733,11144645,12999937,,,657,0.431,3344,0.171696,0.561728,0.069273,44524
2000,173920,MINNESOTA STATE UNVERSITY-MANKATO,Minnesota,,,,,,,,56001,"Plains: IA, KS, MN, MO, NE, ND, and SD",,,,,,,38586744,,,,7183760,57031244,1194960,1261210,,,131142664,42297328,1013456,651596,1665052,17146652,15426708,133141760,60759552,14792454,12999937,9813097,,,737,0.44,3344,0.168325,0.553483,0.0609453,47321.5
2001,173920,MINNESOTA STATE UNVERSITY-MANKATO,Minnesota,0.818770826,0.503504409,5402,4423,2152,75,2227,,,,,,,,,44773444,,,,9745521,60132584,1046745,1135759,,,144058704,45682504,1007806,594429,1602235,19479716,16165721,138566560,63177088,16552248,9813097,8937353,,,739,0.486,3677,0.167381,0.54735,0.0619641,49922
2002,173920,MINNESOTA STATE UNVERSITY-MANKATO,Minnesota,0.811842105,0.480203751,5320,4319,2040,34,2074,56001,"Plains: IA, KS, MN, MO, NE, ND, and SD",,,,,,,54925608,48469332,,,9204025,60479396,1573744,2276732,83350824,56667152,143903712,59903032,1028968.25,832927.5,1861895.75,19262948,19796164,142091856,68182096,17577824,8937353,9136136,143903712,142091856,833,0.499,4018,0.158724,0.550408,0.057528,51554
2003,173920,MINNESOTA STATE UNIVERSITY-MANKATO,Minnesota,0.885585401,0.477656865,4877,4319,2033,30,2063,,,,,,,,,61428852,54561176,,,10069931,55909808,991144,1497738,88639000,51925676,143492832,60154504,1005511.38,997556.06,2003067.5,21262936,20034906,142353808,71278624,17628298,9136136,10100681,143492832,142353808,886,0.487,4297,0.153318,0.560994,0.0498702,54342.5
2004,173920,MINNESOTA STATE UNIVERSITY-MANKATO,Minnesota,0.897806216,0.440236204,5470,4911,2128,34,2162,56001,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above",,,,,,70829000,57020000,,,10374000,56046000,1522000,814000,93832000,51881000,150008992,64865000,1237676.25,1269963.5,2507639.75,22101192,21614492,146338000,74000520,19962158,10100681,11583000,150008992,146338000,964,0.492,4716,0.150528,0.555333,0.0467783,54510
2005,173920,Minnesota State University-Mankato,Minnesota,0.898305085,0.447864945,5605,5035,2230,25,2255,,,,,,,,,75184000,62169000,,,10031000,60557000,1317000,793000,100254000,57312000,161074000,67620864,2097279,1249940.88,3347220,23602582,22683852,152228992,76936480,20439848,11583000,12431000,161074000,152228992,982,0.482,4874,0.146607,0.537321,0.0425,56772.5
2006,173920,Minnesota State University-Mankato,Minnesota,0.887316469,0.431220096,5653,5016,2137,26,2163,56001,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","10,000-19,999",,,,,80572000,64913000,,,11057000,62922000,1607000,1080000,107073000,59346000,174516992,68169296,3512468,1792871.5,5305339.5,26602336,24452544,162012000,81517296,21270488,12431000,20740000,174516992,162012000,1065,0.504,5099,0.147308,0.535386,0.0430398,59542
2007,173920,Minnesota State University-Mankato,Minnesota,0.895537028,0.430814166,6117,5478,2343,17,2360,,,,,,,,,84194000,67173000,,,12355000,67137000,1487000,3423000,104750000,72780000,189444000,72347096,3866221.75,2836548,6702770,25948946,25345102,172088992,85488912,24193620,20740000,29075000,189444000,172088992,1059,0.517,5354,0.139223,0.531272,0.0422261,60828.5
2008,173920,Minnesota State University-Mankato,Minnesota,0.878990811,0.422927002,6421,5644,2371,16,2387,56001,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","10,000-19,999",,,,,87136000,69548000,,,12632000,68009000,1515000,4423000,111650000,73375000,199348992,77998152,3768497.5,2790261.75,6558759,27188612,26351298,184224000,92265544,25688146,29075000,30076000,199348992,184224000,1175,0.517,5866,0.129932,0.522279,0.0414966,64448
2009,173920,Minnesota State University-Mankato,Minnesota,0.885894125,0.416651485,6196,5489,2276,11,2287,,,,,,,,,86636000,64507000,,,22525000,62006000,1918000,1296000,104559000,87362000,205707008,79336000,3708000,2653000,6361000,26696000,24909000,183812000,92149000,27142000,30076000,32898000,205707008,183812000,1058,0.495,6322,0.141061,0.520394,0.042828,63943.5
2010,173920,Minnesota State University-Mankato,Minnesota,0.877488267,0.44743637,6179,5422,2405,21,2426,56001,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","10,000-19,999",-93.9993,44.1463,,,93740000,70471000,,,24507000,58270000,2209000,448000,113198000,85626000,202404992,78445000,3318000,2799000,6117000,26389000,24888000,189406000,92366000,26475000,32898000,34215000,202404992,189406000,1118,0.501,6709,0.160868,0.531759,0.0459623,60737.5
2011,173920,Minnesota State University-Mankato,Minnesota,0.886445172,0.445539328,6411,5683,2522,10,2532,56001,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","10,000-19,999",-93.9985,44.1473,0.054,3002,98871000,73643000,,,19059000,54959000,2296000,1009000,118139000,77057000,198019008,74853000,2918000,2832000,5750000,28224000,26372000,187756992,88551000,25624000,34215000,34742000,198019008,187756992,1121,0.524,6988,0.153893,0.543216,0.0472694,60991
2012,173920,Minnesota State University-Mankato,Minnesota,0.661450298,0.384871709,9074,6002,2298,12,2310,,,,,,,0.065,3120,104458000,78369000,,,19727000,56636000,2701000,880000,121821000,79424000,202711008,79546000,2855000,3140000,5995000,29388000,30198000,202988000,93727000,27624000,34742000,35614000,202711008,202988000,1150,0.49,7368,0.15456,0.53695,0.0454403,61638
2013,173920,Minnesota State University-Mankato,Minnesota,0.655463876,0.37703408,9938,6514,2437,19,2456,56001,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","10,000-19,999",-93.9985,44.1473,0.047,3451,105096000,79110000,,,19401000,60868000,2281000,661000,123508000,83181000,207691008,84088000,3574000,2889000,6463000,31382000,30773000,209786000,98804000,29824000,35614000,36996000,207691008,209786000,1194,0.504,7053,0.158146,0.541062,0.0418865,61661.5
2014,173920,Minnesota State University-Mankato,Minnesota,0.665765224,0.344365879,9984,6647,2272,17,2289,56001,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","10,000-19,999",-93.9985,44.1473,0.044,3858,106284000,80584000,,,19256000,65034000,2208000,681000,126573000,87125000,217256000,87057000,2218000,3397000,5615000,29171000,31220000,211587008,102837000,26724000,36996000,38102000,217256000,211587008,1109,0.487,8042,0.142133,0.549941,0.0410681,65470
2015,173920,Minnesota State University-Mankato,Minnesota,0.666271956,0.355746445,10134,6752,2381,21,2402,56001,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","10,000-19,999",-93.9985,44.1473,0.041,3879,110070000,84731000,,,18394000,68307000,2311000,1235000,132323000,89883000,234016000,88438000,2535000,3116000,5651000,28084000,31594000,211424000,103627000,26444000,38102000,40768000,234016000,211424000,1233,0.513,8430,0.130625,0.548941,0.0390475,67769
2016,173920,Minnesota State University-Mankato,Minnesota,0.624868743,0.340708584,11428,7141,2421,12,2433,56001,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","10,000-19,999",-93.9995,44.1467,0.048,3874,111591000,86246000,,,18330000,70265000,2573000,1501000,134752992,92345000,231522000,95911000,2774000,3337000,6111000,29749000,33051000,250202000,105814000,54154000,40768000,45751000,231522000,250202000,1204,0.477,8716,0.129403,0.569522,0.0411568,68513
2017,173920,Minnesota State University-Mankato,Minnesota,0.609632988,0.317990457,11689,7126,2249,17,2266,56001,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","10,000-19,999",-93.9995,44.1467,0.048,3852,118570000,92194000,,,19564000,75408000,3170000,1604000,140768992,99855000,241260000,97051000,3074000,3345000,6419000,30625000,33473000,251011008,107162000,47751000,45751000,63282000,241260000,251011008,,,9096,,,,
1990,174066,UNIVERSITY OF MINNESOTA TWIN CITIES,Minnesota,,,,,,,,,,,,,,,,121972256,,,844314,207368336,413044128,122736128,27840768,,,1349372800,329349888,276307456,70090288,346397760,97679744,31735992,1418854912,549245056,111753984,,,,,,,,,,,
1991,174066,UNIVERSITY OF MINNESOTA TWIN CITIES,Minnesota,,,,,,,,55455,"Plains: IA, KS, MN, MO, NE, ND, and SD",,,,,,,135499936,,,4653592,206124528,424677120,145255840,33790640,,,1421756160,333311936,272085856,74831336,346917184,106045240,33149960,1887167872,582585472,115456112,,,,,,,,,,,
1992,174066,UNIVERSITY OF MINNESOTA TWIN CITIES,Minnesota,,,,,,,,55455,"Plains: IA, KS, MN, MO, NE, ND, and SD",,,,,,,148715200,,,2571999,215401008,421872512,146096688,42872720,,,1453846144,351407616,271941984,83971904,355913888,108229200,36393800,1444240128,553306944,58520712,,,,,,,,,,,
1993,174066,UNIVERSITY OF MINNESOTA TWIN CITIES,Minnesota,,,,,,,,55455,"Plains: IA, KS, MN, MO, NE, ND, and SD",,,,,,,158395328,,,3761088,227305120,424830336,175410336,6328437,,,1480860416,333578080,281815008,78870816,360685824,124852880,36675892,1493080832,607202752,174977696,,,,,,,,,,,
1994,174066,UNIVERSITY OF MINNESOTA TWIN CITIES,Minnesota,,,,,,,,55455,"Plains: IA, KS, MN, MO, NE, ND, and SD",,,,,,,168718928,,,3394767,243769888,431598304,188215952,41201160,,,1626974592,364939744,298528800,95087696,393616512,137470400,40342300,1616218240,666196224,160585392,,,,,,,,,,,
1995,174066,UNIVERSITY OF MINNESOTA TWIN CITIES,Minnesota,,,,,,,,55455,"Plains: IA, KS, MN, MO, NE, ND, and SD",,,,,,,183127376,,,1451181,246131600,460434112,194093200,32188094,,,1707362176,358292288,296567680,103328048,399895744,151082448,42089988,1673835008,659800384,193487872,,,,,,,,,,,
1996,174066,UNIVERSITY OF MINNESOTA TWIN CITIES,Minnesota,,,,,,,,55455,"Plains: IA, KS, MN, MO, NE, ND, and SD",,,,,,,193186400,,,3011023,250162560,469799360,200723136,33180092,,,1563543680,383293312,303202304,111621296,414823616,158038576,41642580,1594815104,670519104,181469440,401318432,501150336,,,1034,0.522,,,,,
1997,174066,UNIVERSITY OF MINNESOTA-TWIN CITIES,Minnesota,,,,,,,,55455,"Plains: IA, KS, MN, MO, NE, ND, and SD",,,,,,,201488720,,,6243521,271260256,523222784,220663648,27863580,,,1516007424,412930144,329699104,146856896,476556000,182096880,45917488,1487690368,687791552,182503648,501150336,576170368,,,963,0.486,,0.202305,0.552089,0.056338,40504
1998,174066,UNIVERSITY OF MINNESOTA-TWIN CITIES,Minnesota,,,,,,,,55455,"Plains: IA, KS, MN, MO, NE, ND, and SD",,,,,,,233641552,,,4346730,261028384,568794944,211201536,29623506,,,1573983360,403248416,328533824,141362720,469896544,188627664,52322056,1626533248,744238272,185342976,576170368,657808960,,,1151,0.507,,0.183949,0.566051,0.0529863,42924.5
1999,174066,UNIVERSITY OF MINNESOTA-TWIN CITIES,Minnesota,,,,,,,,55455,"Plains: IA, KS, MN, MO, NE, ND, and SD",,,,,,,236429696,,,5124572,321930208,592159168,217847968,32442272,,,1671619584,425202624,360286976,161179120,521466112,195289936,50197752,1636784768,825271808,206405360,657808960,801526976,,,1096,0.497,,0.186385,0.561447,0.0529253,46308
2000,174066,UNIVERSITY OF MINNESOTA-TWIN CITIES,Minnesota,,,,,,,,554550213,"Plains: IA, KS, MN, MO, NE, ND, and SD",,,,,,,255420064,,,4770243,314711712,624437760,247431680,31314120,,,1757663872,521185664,346121664,149871248,495992896,216020560,53822584,1755153024,847992768,219665568,801526976,672065792,,,2077,0.503,,0.184733,0.554784,0.0528785,49109
2001,174066,UNIVERSITY OF MINNESOTA-TWIN CITIES,Minnesota,0.756219228,0.457808618,15436,11673,5259,85,5344,,,,,,,,,300835968,244569424,,146482704,323984224,804864640,85909408,150015520,1012950976,711461696,1824875264,581516288,452861568,171200464,624062016,265472176,64905652,1850850944,879919488,241401184,,,1824875264,1850850944,2180,0.537,,0.171437,0.551727,0.051681,52166
2002,174066,UNIVERSITY OF MINNESOTA-TWIN CITIES,Minnesota,0.744838359,0.472781982,14724,10967,5160,25,5185,55455-0213,"Plains: IA, KS, MN, MO, NE, ND, and SD",,,,,,,361427744,293955072,,168751696,350121504,808531200,90380752,153578128,1130983936,778070144,1948933888,597806912,469336448,181567344,650903808,298837728,67552208,1964920576,923886016,258461360,550026176,534862080,1948933888,1964920576,2378,0.544,,0.175383,0.555185,0.0504959,53690
2003,174066,UNIVERSITY OF MINNESOTA-TWIN CITIES,Minnesota,0.760128056,0.39712076,17180,13059,5160,26,5186,,,,,,,,,414630688,340462880,,193279968,385590752,783282816,93679088,242154048,1258720896,805273984,2142928256,582185088,480828000,187750704,668578688,275557920,70319072,1936203776,910529344,259341984,534862080,646388864,2142928256,1936203776,2817,0.564,,0.186213,0.558285,0.0525851,54165
2004,174066,UNIVERSITY OF MINNESOTA-TWIN CITIES,Minnesota,0.739440039,0.407674911,18537,13707,5562,26,5588,55455-0213,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above",,,,,,466522624,385316096,,187961744,389677248,783776960,90267024,284318240,1321953152,835940800,2242396416,606648192,525188832,197266864,722455680,288311456,71901720,2037771136,949360768,270157376,646388864,751145152,2242396416,2037771136,3051,0.607,,0.183012,0.556499,0.0498498,55258
2005,174066,University of Minnesota-Twin Cities,Minnesota,0.695523259,0.370745685,20573,14309,5276,29,5305,,,,,,,,,496747904,413416480,,171748368,400646240,829077184,92202040,258279728,1392343680,852255424,2297056768,650717952,544044608,208599760,752644352,321597856,78951416,2182280960,1004974208,295587744,751145152,836315776,2297056768,2182280960,2951,0.607,,0.178177,0.55403,0.0442801,57726
2006,174066,University of Minnesota-Twin Cities,Minnesota,0.574342132,0.383974585,24663,14165,5424,15,5439,55455-0213,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","20,000 and above",,,,,521272608,424399296,,225927680,420879104,920633472,115603520,195184624,1478967552,1013344064,2633592320,668320640,574740544,215101168,789841728,374554304,83349848,2328787456,1070134720,319825504,836315776,1150624640,2633592320,2328787456,3332,0.634,,0.185397,0.552356,0.0477124,57850
2007,174066,University of Minnesota-Twin Cities,Minnesota,0.568018087,0.356203198,26096,14823,5266,14,5280,,,,,,,,,559259136,457263680,,238412240,445845824,1022784384,119126352,29212788,1578853760,926853760,2607186176,702353088,642324352,220118752,862443136,362024384,88754232,2610000384,1144049152,360337952,1150624640,1119918976,2607186176,2610000384,3390,0.657,,0.192207,0.555836,0.0482693,57638.5
2008,174066,University of Minnesota-Twin Cities,Minnesota,0.525280225,0.333268076,29173,15324,5093,14,5107,55455-0213,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","20,000 and above",,,,,597143232,487391840,,255509744,437740448,988853376,123284392,31131100,1579711488,631268480,2346361600,666274624,672109952,206365072,878475008,425578496,102164224,2682239232,1223870336,400352320,2722154496,2070002176,2346361600,2682239232,3521,0.682,,0.181462,0.556889,0.0458448,61452
2009,174066,University of Minnesota-Twin Cities,Minnesota,0.500147449,0.318396226,33910,16960,5385,15,5400,,,,,,,,,654419264,487828704,,303452224,534919392,1001761216,120536640,38142844,1697495168,980074752,2852532224,657607488,729351168,219416304,948767488,401154016,103754408,2743419648,1205966848,401883552,2124781568,2183731968,2852532224,2743419648,3901,0.701,,0.180159,0.543884,0.0463173,64209
2010,174066,University of Minnesota-Twin Cities,Minnesota,0.477925813,0.302219951,36853,17613,5311,12,5323,55455-0213,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","20,000 and above",-93.2337,44.9764,,,715653696,536854048,,322525568,586544960,969384064,139196848,32149924,1751807744,1072982080,2974160896,644471872,731987392,230249632,962237056,400210112,107371432,2674494464,1218894720,404711552,2117233792,2441712128,2974160896,2674494464,3704,0.702,,0.178762,0.538908,0.0452269,64266
2011,174066,University of Minnesota-Twin Cities,Minnesota,0.465886203,0.290083761,39720,18505,5354,14,5368,55455-0213,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","20,000 and above",-93.2354,44.9779,0.025,8317,766740352,586013632,,352376768,553385472,961853056,137991264,31919736,1887704704,846660352,2859791872,667996096,739082880,250420736,989503616,402870368,108899176,2720766208,1224359168,409210208,2441712128,2424734208,2859791872,2720766208,3952,0.729,,0.160519,0.547553,0.0419908,65555
2012,174066,University of Minnesota-Twin Cities,Minnesota,0.495101378,0.291746032,38174,18900,5501,13,5514,,,,,,,0.038,8402,790058624,601359424,,346988864,549061952,966026880,152845040,34865836,1891396224,968612480,3017117440,706418304,767385472,254191152,1021576640,405590624,112402216,2823887104,1259052416,413836512,2365692928,2610544128,3017117440,2823887104,3963,0.754,,0.153701,0.540792,0.038296,68168
2013,174066,University of Minnesota-Twin Cities,Minnesota,0.444178591,0.289942995,43048,19121,5538,6,5544,55455-0213,"Plains: IA, KS, MN, MO, NE, ND, and SD","Degree-granting, primarily baccalaureate or above","20,000 and above",-93.2354,44.9779,0.036,8976,811360512,614105536,,364368128,525231680,1024246656,189886368,32196312,1901092992,1149601280,3194809856,732353792,792892160,260219840,1053112000,435340896,118891568,3027768064,1329874944,435109824,2610544128,2992707072,3194809856,3027768064,3990,0.784,,0.150693,0.539107,0.0355982,69997
