,year,unitid,inst_name,state_name,number_applied,number_admitted,number_enrolled_ft,number_enrolled_pt,number_enrolled_total,zip,region,inst_category,inst_size,longitude,latitude,default_rate,default_rate_denom,rev_tuition_fees_gross,rev_tuition_fees_net,rev_appropriations_local,rev_grants_contracts_local,rev_fed_approps_grants,rev_state_local_approps_grants,rev_gifts_grants_contracts,rev_other,rev_operating,rev_nonoperating,rev_total_current,exp_instruc_total,exp_research_total,exp_pub_serv_total,exp_res_pub_serv_total,exp_acad_supp_total,exp_student_serv_total,exp_total_current,exp_total_salaries,exp_total_benefits,endowment_beg,endowment_end,total_revenues_additions,total_expenses_deductions,completers_150pct,completion_rate_150pct,room_board_charge,independent_pct,female_pct,married_pct,faminc_med
3888,2012,110644,University of California-Davis,California,46215.0,22303.0,4663.0,42.0,4705.0,95616-8678,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-121.75200000000001,38.5399,0.040999999999999995,4642.0,567484032.0,434316992.0,,152732992.0,430264992.0,612918976.0,58024000.0,151051008,3013502976.0,538425984.0,3641391104.0,687361984.0,642841984.0,93027000.0,735868992.0,263844000.0,119716000.0,3576494080.0,1700871936.0,544060032.0,234530000.0,252719008.0,,,4020.0,0.813,13503.0,0.15289,0.577109,0.0244851,36000
3889,2012,110653,University of California-Irvine,California,49283.0,23390.0,5104.0,11.0,5115.0,92697,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.76899999999999,33.667,0.035,3520.0,480608000.0,400856000.0,,65155000.0,261504000.0,325063008.0,41268000.0,83118000,1948893952.0,364120000.0,2360369920.0,521872992.0,315812000.0,13480000.0,329292000.0,196256992.0,64014000.0,2271184896.0,1010086016.0,303396000.0,236563008.0,261488000.0,,,4221.0,0.858,11706.0,0.0943338,0.556713,0.0160286,33691
3890,2012,110662,University of California-Los Angeles,California,61556.0,16689.0,5796.0,29.0,5825.0,90095-1405,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-118.444,34.0689,0.031,6349.0,867736000.0,621099008.0,,239251008.0,652036992.0,738464960.0,254680000.0,258243008,4772236800.0,895795008.0,5828264960.0,1580776320.0,810519680.0,113884720.0,924404416.0,535577376.0,128472408.0,5514580992.0,2681148928.0,772527040.0,1222823040.0,1411796992.0,,,4120.0,0.903,14232.0,0.163448,0.579033,0.0288268,33556
3891,2012,110671,University of California-Riverside,California,28099.0,19152.0,3643.0,21.0,3664.0,92521,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.331,33.9759,0.053,3024.0,328423008.0,246454000.0,,24462000.0,109199000.0,213514992.0,10805000.0,48175000,435683008.0,248016000.0,731574016.0,216240000.0,119634000.0,8455000.0,128089000.0,46408000.0,64747000.0,678403008.0,289107008.0,103201000.0,99002000.0,111234000.0,,,2449.0,0.662,13240.0,0.105761,0.543418,0.0195233,34075
3892,2012,110680,University of California-San Diego,California,53449.0,18894.0,3444.0,1.0,3445.0,92093,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.238,32.8766,0.038,4384.0,556611968.0,414526016.0,,226291008.0,734177984.0,545618048.0,53791000.0,186872000,3133212928.0,427832000.0,3751681024.0,683318976.0,856454016.0,22469000.0,878923008.0,354979008.0,101263000.0,3519031040.0,1604713984.0,477772992.0,402836000.0,471857984.0,,,3553.0,0.858,11923.0,0.124144,0.502283,0.0252346,35135
3894,2012,110705,University of California-Santa Barbara,California,49664.0,22997.0,4084.0,14.0,4098.0,93106,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-119.848,34.4155,0.043,3121.0,351947008.0,309081984.0,,45761000.0,172100000.0,192068992.0,34486000.0,48347000,659292032.0,217508992.0,892009984.0,241080000.0,203563008.0,10734000.0,214297008.0,63697000.0,83393000.0,898420992.0,379539008.0,124910000.0,115034000.0,126046000.0,,,3487.0,0.807,13275.0,0.0652548,0.545731,0.00767703,38749
4156,2012,122409,San Diego State University,California,45027.0,14805.0,3629.0,390.0,4019.0,92182,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.071,32.7752,0.059000000000000004,5382.0,258666128.0,185337328.0,,2710.0,49086296.0,159382496.0,18657068.0,21970536,247122496.0,232284832.0,485581504.0,190857120.0,3191891.0,5003263.0,8195154.0,55216176.0,85856592.0,474173344.0,184573328.0,78822296.0,145874576.0,162007248.0,485581504.0,474173344.0,2981.0,0.662,,0.276386,0.582683,0.0614418,31092
4160,2012,122597,San Francisco State University,California,30096.0,19569.0,3469.0,68.0,3537.0,94132,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-122.478,37.7213,0.076,4680.0,221576736.0,165424144.0,,5921844.0,88708272.0,141951840.0,1349367.0,12005365,266252848.0,189333952.0,455637824.0,195164992.0,21067376.0,24802428.0,45869804.0,48033216.0,38810752.0,463583296.0,185640640.0,76392016.0,36388060.0,41269108.0,455637824.0,463583296.0,1520.0,0.455,,0.325967,0.594113,0.0413137,27298
4170,2012,122755,San Jose State University,California,22978.0,17265.0,3857.0,90.0,3947.0,95192-0001,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-121.881,37.3352,0.06,4133.0,242185632.0,169069184.0,,,46007856.0,114830472.0,2980303.0,15473033,218333408.0,166551360.0,386789152.0,188500656.0,,2131905.0,2131905.0,43508896.0,63908932.0,402848512.0,169004992.0,68996768.0,74813248.0,99869024.0,386789152.0,402848512.0,1486.0,0.48100000000000004,,0.294986,0.511605,0.0567668,30622
4209,2012,123961,University of Southern California,California,46104.0,9187.0,3016.0,5.0,3021.0,90089,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-118.28399999999999,34.0211,0.022000000000000002,5136.0,1488275968.0,1074811008.0,,1989000.0,376164000.0,40577000.0,580054976.0,105999000,,,3869381888.0,1511101952.0,344638016.0,10241000.0,354879008.0,109404000.0,251464992.0,3273784064.0,1545547008.0,396252000.0,3488933120.0,3868355072.0,3869381888.0,3273784064.0,2694.0,0.912,,0.103751,0.511919,0.020125,47052.5
4656,2011,110529,California State Polytechnic University-Pomona,California,23388.0,10442.0,1924.0,95.0,2019.0,91768,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.819,34.0543,0.044000000000000004,2410.0,138454064.0,81728080.0,,,39840580.0,112898416.0,3359534.0,9689030,107017344.0,161414832.0,276582240.0,128423864.0,1611218.0,225264.0,1836482.0,34163624.0,35031292.0,278961632.0,116117264.0,45958232.0,49909984.0,55570856.0,276582240.0,278961632.0,1594.0,0.508,,0.281217,0.458065,0.0596195,29803.5
4659,2011,110556,California State University-Fresno,California,14559.0,8140.0,2583.0,117.0,2700.0,93740,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-119.74799999999999,36.8145,0.079,3271.0,145274544.0,75499136.0,,,50022784.0,127239392.0,4190441.0,12458835,89016288.0,187717808.0,277011104.0,119795216.0,2212194.0,2435295.0,4647489.0,36005164.0,38839204.0,283944864.0,113065392.0,44884300.0,119931800.0,123512368.0,277011104.0,283944864.0,1215.0,0.48100000000000004,,0.27606,0.589472,0.0833238,26000
4660,2011,110565,California State University-Fullerton,California,33565.0,15153.0,3749.0,163.0,3912.0,92831-3599,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.885,33.8836,0.062,4653.0,243061360.0,175538752.0,,,59148464.0,139912288.0,742569.0,22694108,221527936.0,209351504.0,431965056.0,207694016.0,2106974.0,8042381.0,10149355.0,35969888.0,42417464.0,453997088.0,177663072.0,65813108.0,32339634.0,34376680.0,431965056.0,453997088.0,1911.0,0.512,,0.326578,0.586786,0.0702878,29305
4662,2011,110583,California State University-Long Beach,California,47707.0,16428.0,3913.0,75.0,3988.0,90840-0115,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-118.11200000000001,33.7828,0.047,4986.0,242754736.0,149561808.0,,81000.0,63690992.0,160843744.0,1886627.0,14965776,183387296.0,233141440.0,419187104.0,212951984.0,1741810.0,2709554.0,4451364.0,52273420.0,50942616.0,434214752.0,191269456.0,73825240.0,46315228.0,42554936.0,419187104.0,434214752.0,2467.0,0.569,,0.281857,0.590104,0.049252,28354
4663,2011,110592,California State University-Los Angeles,California,22731.0,12996.0,2013.0,48.0,2061.0,90032,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-118.169,34.0669,0.052000000000000005,2839.0,140013072.0,67080348.0,,,53558096.0,115213952.0,41702.0,11267440,84583696.0,174397792.0,259985520.0,114434640.0,3126494.0,2404068.0,5530562.0,30615592.0,21698972.0,261825936.0,112399840.0,42683864.0,15835904.0,16250340.0,259985520.0,261825936.0,563.0,0.365,,0.38136,0.602877,0.0692902,21027
4664,2011,110608,California State University-Northridge,California,23015.0,16926.0,5066.0,129.0,5195.0,91330,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-118.527,34.2367,0.085,5728.0,275912320.0,168381088.0,,,73959440.0,160199840.0,3316143.0,16297357,213412416.0,241537152.0,457698944.0,188983584.0,3623826.0,1850030.0,5473856.0,50287632.0,70008624.0,448509760.0,184772720.0,70003640.0,62548096.0,58459860.0,457698944.0,448509760.0,1730.0,0.48,,0.270151,0.575423,0.0491299,24279
4665,2011,110617,California State University-Sacramento,California,17557.0,12440.0,2625.0,107.0,2732.0,95819-2694,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-121.42200000000001,38.5574,0.07200000000000001,4499.0,199439744.0,121840112.0,,898979.0,59620448.0,139373056.0,521396.0,13559591,155503472.0,201867808.0,359125312.0,157694368.0,982621.0,4789782.0,5772403.0,37273332.0,40758016.0,355280800.0,141050528.0,55909548.0,27927980.0,27276272.0,359125312.0,355280800.0,1073.0,0.414,,0.384377,0.602672,0.0964405,25953
4666,2011,110635,University of California-Berkeley,California,50374.0,10795.0,4081.0,28.0,4109.0,94720,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-122.26,37.8715,0.026000000000000002,4555.0,778516992.0,623966976.0,,175876000.0,447883008.0,559708992.0,180488000.0,441828992,1580078976.0,582790016.0,2577583104.0,647249984.0,629033024.0,76344000.0,705377024.0,182860000.0,138460992.0,2238595072.0,963948992.0,298943008.0,1218592000.0,1254516992.0,,,3777.0,0.907,15272.0,0.175342,0.5435,0.0326246,33468
4667,2011,110644,University of California-Davis,California,43313.0,20042.0,4437.0,64.0,4501.0,95616-8678,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-121.75200000000001,38.5399,0.03,4336.0,539096000.0,405380992.0,,151300992.0,434672000.0,584838016.0,52922000.0,150082000,2823731968.0,485137984.0,3439480064.0,652337024.0,614305984.0,76772000.0,691078016.0,212992992.0,108176000.0,3346384896.0,1628643968.0,500585984.0,231203008.0,234530000.0,,,4473.0,0.813,12697.0,0.151336,0.558513,0.0268165,35754
4668,2011,110653,University of California-Irvine,California,45736.0,20677.0,4405.0,6.0,4411.0,92697,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.76899999999999,33.667,0.027000000000000003,3393.0,452807008.0,369292000.0,,63368000.0,271561984.0,317982976.0,45477000.0,115477000,1812780032.0,338259008.0,2241588992.0,506736000.0,316619008.0,24510000.0,341129024.0,189206000.0,62697000.0,2188515072.0,967862016.0,275084000.0,237076000.0,236563008.0,,,4126.0,0.856,11611.0,0.0935977,0.556603,0.0184162,38429
4669,2011,110662,University of California-Los Angeles,California,61545.0,15719.0,4626.0,10.0,4636.0,90095-1405,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-118.444,34.0689,0.034,5711.0,817297984.0,578670976.0,,232068000.0,684531008.0,717318976.0,226020000.0,478244992,4568833024.0,812475008.0,5822294016.0,1450832000.0,832672000.0,108511000.0,941182976.0,492561984.0,118259000.0,5251698176.0,2503729920.0,701337984.0,1317905024.0,1222823040.0,,,4400.0,0.915,13979.0,0.166927,0.575663,0.0305187,34421
4670,2011,110671,University of California-Riverside,California,26480.0,20094.0,4458.0,11.0,4469.0,92521,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.331,33.9759,0.047,3026.0,317372000.0,239071008.0,,22207000.0,113832000.0,196063008.0,20379000.0,44521000,423031008.0,238856992.0,698574016.0,212398000.0,121290000.0,8564000.0,129854000.0,43616000.0,61412000.0,665128000.0,280236992.0,97461000.0,101304000.0,99002000.0,,,2362.0,0.6629999999999999,12093.0,0.103602,0.546991,0.0192421,34563
4671,2011,110680,University of California-San Diego,California,48098.0,18221.0,3944.0,5.0,3949.0,92093,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.238,32.8766,0.03,4328.0,531926016.0,388521984.0,,224220992.0,747028992.0,534176992.0,68333000.0,175052000,2999376896.0,417711008.0,3616765952.0,631369984.0,829200000.0,25138000.0,854337984.0,326456000.0,96569000.0,3315449088.0,1549218944.0,438991008.0,410712000.0,402836000.0,,,3958.0,0.862,11684.0,0.124578,0.524337,0.0254217,31891
4673,2011,110705,University of California-Santa Barbara,California,46727.0,21248.0,3696.0,24.0,3720.0,93106,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-119.848,34.4155,0.026000000000000002,3034.0,329392000.0,292608992.0,,42797000.0,172064992.0,181923008.0,39899000.0,50619000,643772992.0,203688992.0,868164992.0,235326000.0,203412992.0,10651000.0,214064000.0,68464000.0,74712000.0,884611968.0,375476992.0,111506000.0,123745000.0,115034000.0,,,3280.0,0.802,13110.0,0.0681555,0.547564,0.00913573,43025
4938,2011,122409,San Diego State University,California,44845.0,13447.0,3031.0,308.0,3339.0,92182,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.071,32.7752,0.038,5294.0,250908800.0,179172192.0,,,50622532.0,155199584.0,13942779.0,21190868,241300240.0,221624384.0,523390432.0,190103696.0,3603079.0,7199243.0,10802322.0,55071920.0,82650960.0,473235392.0,188178064.0,75795712.0,142754208.0,145874576.0,523390432.0,473235392.0,2713.0,0.66,,0.30669,0.583285,0.0707303,30446.5
4942,2011,122597,San Francisco State University,California,29935.0,18401.0,3609.0,50.0,3659.0,94132,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-122.478,37.7213,0.052000000000000005,4606.0,217760464.0,164873744.0,,5845087.0,89580944.0,135439280.0,1278205.0,13429147,266882432.0,181396672.0,466242208.0,188315968.0,19074672.0,30743194.0,49817864.0,48445428.0,38093956.0,455013088.0,187556592.0,72143384.0,35658432.0,36388060.0,466242208.0,455013088.0,1473.0,0.473,,0.353772,0.588898,0.0465056,26422
4952,2011,122755,San Jose State University,California,22999.0,13011.0,2697.0,64.0,2761.0,95192-0001,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-121.881,37.3352,0.052000000000000005,3854.0,235204608.0,180392608.0,,,45040856.0,114452928.0,2696485.0,17194160,223623168.0,168510224.0,393937504.0,206046896.0,,2053644.0,2053644.0,38740888.0,62588296.0,406889248.0,171022768.0,63569928.0,74976968.0,74813248.0,393937504.0,406889248.0,1217.0,0.469,,0.317956,0.524721,0.0587505,29538
4991,2011,123961,University of Southern California,California,37210.0,8566.0,2929.0,2.0,2931.0,90089,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-118.28399999999999,34.0211,0.025,5106.0,1365963008.0,977160000.0,,1761000.0,392032000.0,36744000.0,554934976.0,101280000,,,3236259072.0,1436412032.0,392284000.0,8518000.0,400801984.0,96369000.0,231055008.0,3165395968.0,1454179968.0,424411008.0,3517172992.0,3488933120.0,3236259072.0,3165395968.0,2483.0,0.902,,0.103462,0.52435,0.0217094,50665
5424,2010,110529,California State Polytechnic University-Pomona,California,20759.0,12731.0,2728.0,185.0,2913.0,91768,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.821,34.0504,,,113571416.0,72856000.0,,,39394260.0,139306640.0,2332689.0,17656916,93506096.0,195223456.0,293680128.0,127158032.0,2265204.0,512866.0,2778070.0,31992972.0,35711852.0,279079040.0,115868392.0,45981840.0,32146958.0,49909984.0,293680128.0,279079040.0,1555.0,0.503,,0.283604,0.455388,0.0593859,31215.5
5427,2010,110556,California State University-Fresno,California,14025.0,10090.0,2620.0,144.0,2764.0,93740,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-119.745,36.8153,,,110866672.0,58797656.0,,,48611172.0,149672688.0,3047821.0,20470330,77207032.0,211336608.0,290842176.0,119847632.0,2092775.0,4665752.0,6758527.0,34964048.0,34325372.0,308637280.0,114896264.0,45491024.0,107389976.0,119931800.0,290842176.0,308637280.0,1165.0,0.494,,0.267837,0.589851,0.0821569,28418
5428,2010,110565,California State University-Fullerton,California,30612.0,16865.0,3845.0,220.0,4065.0,92831-3599,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-117.887,33.8796,,,197753968.0,152918368.0,,,51712364.0,181260848.0,751209.0,39378808,191699856.0,252529536.0,446151968.0,202545728.0,2509965.0,3944629.0,6454594.0,36990728.0,42861720.0,431922400.0,175412016.0,65612988.0,23686856.0,32339634.0,446151968.0,431922400.0,1910.0,0.501,,0.332753,0.593117,0.0745253,30351.5
5430,2010,110583,California State University-Long Beach,California,45782.0,14543.0,3473.0,78.0,3551.0,90840-0115,"Far West: AK, CA, HI, NV, OR, and WA","Degree-granting, primarily baccalaureate or above","20,000 and above",-118.12200000000001,33.782,,,196861792.0,124829736.0,,48000.0,61686844.0,195198288.0,2985751.0,28125776,156312048.0,277762848.0,438395840.0,207715712.0,2039344.0,848466.0,2887810.0,51318928.0,52448340.0,424400800.0,190691056.0,71983744.0,36605864.0,46315228.0,438395840.0,424400800.0,2291.0,0.54,,0.279878,0.594423,0.0484828,29514.5
