"year","unitid","inst_name","state_name","number_applied","number_admitted","number_enrolled_ft","number_enrolled_pt","number_enrolled_total","zip","county_name","region","inst_control","institution_level","sector","postsec_public_active_title_iv","longitude","latitude","rev_tuition_fees_gross","rev_tuition_fees_net","rev_appropriations_fed","rev_appropriations_state","rev_appropriations_local","rev_grants_contracts_federal","rev_grants_contracts_state","rev_grants_contracts_local","rev_gifts_grants_contracts","rev_total_current","sch_total_student_aid","sch_exp_net_fellowships","exp_instruc_total","exp_instruc_salaries","exp_res_pub_serv_total","exp_res_pub_serv_salaries","exp_acad_inst_student_total","exp_acad_inst_student_salaries","exp_aux_ent_total","exp_aux_ent_salaries","exp_net_grant_aid_total","exp_net_grant_aid_salaries","exp_total_current","exp_total_salaries","endowment_beg","endowment_end","total_revenues_additions","total_expenses_deductions","net_position_beginning","net_position_end","cpi","hepi","heca","calc_fte"
"2008","139959","University of Georgia","Georgia","16871","9242","4696","25","4721","30602","","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","306224608","223234240","","445084736","","130497832","31471900","78532496","36777336","1201549952","106666976","23676598","268712608","158279968","501041152","257394720","201902560","92073152","143189472","54044012","23676598","","1138522368","561791808","55630992","52823876","1201549952","1138522368","1220028672","1288549760","87.52","84.46","86.18","31513"
"2008","139968","Gordon College","Georgia","2891","1756","1218","123","1341","30204","","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","8120356","4525935","121398","11869449","","6923884","21967","","187744","35807432","9125227","3577589","12058210","7186892","","","9399431","3921692.75","9648499","760183.13","3577589","","34683728","11868768","","","35807432","34683728","35348588","36280432","87.52","84.46","86.18","3134"
"2008","140164","Kennesaw State University","Georgia","7265","4290","2357","136","2493","30144-5591","","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","88762856","77584872","","80673864","","18874596","1998375","766239","1785344","222411536","24011280","12833295","101978816","62350564","5522071","2938406","76091232","34578092","26649684","5035331.5","12833295","","223075104","104902400","17129544","22081270","222411536","223075104","156759632","156096064","87.52","84.46","86.18","17723"
"2008","140322","Macon State College","Georgia","3790","2600","1082","587","1669","31206-5145","","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","13709524","10060103","208931","26812212","","10057248","470023","","3212924","73732296","12418311","7214709","26321892","15307023","197083.31","71206.99","20235870","6632440","4160157.75","348550.97","7214709","","58129712","22359222","8265517","6547774","73732296","58129712","63601404","79203984","87.52","84.46","86.18","4478"
"2008","140401","Medical College of Georgia","Georgia","","","","","","30912","","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","31322852","29208716","","148868144","","50406236","5542574","120599528","2547363","596676800","5089197","2509869","149494592","92505512","149529136","97492592","64824736","32595248","7684903","2545594","2509869","","590828224","296752256","7062854","5932976","596676800","590828224","319283072","324616704","87.52","84.46","86.18","2315"
"2008","140483","Middle Georgia College","Georgia","2132","1864","981","177","1158","31014-1599","","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","8784650","4124862","","16917896","","6664749","428202","143360","358914","43082656","7209961","2378919","19692074","8489705","","","9970398","3865550","10823106","591032.69","2378919","","43007768","12946288","1756095","1635197","43082656","43007768","75749712","75824600","87.52","84.46","86.18","2827"
"2008","140669","North Georgia College & State University","Georgia","2461","1519","780","6","786","30597-1001","","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","19367496","16640758","","24893500","","4768371","32747","1429916","1979435","88696464","4675349","1329300","27674544","18919562","","","19187048","8854316","16148528","2276612.25","1329300","","70977048","30050490","25462990","24754392","88696464","70977048","69700352","87419776","87.52","84.46","86.18","4576"
"2008","140960","Savannah State University","Georgia","","","","","","31404-5310","","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","13912811","6244937","","18894240","","16518121","98925","376724","1901386","72120464","17278588","2413488","14753388","10760088","3213185","1487153","18323332","8685692","15330990","1887839","2413488","","63560440","23892368","2586254","3366176","72120464","63560440","64272608","72832632","87.52","84.46","86.18","3146"
"2008","141097","Southern Polytechnic State University","Georgia","1281","794","495","21","516","30060-2896","","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","21638372","18756816","220257","21566784","","4496528","564093","65238","1650731","59555872","8624251","3252336","26168084","14788096","865429.75","469645.66","19415668","8705446","7937095.5","1005228.31","3252336","","57804760","24968416","2833988","2439813","59555872","57804760","55806492","59239208","87.52","84.46","86.18","3851"
"2008","141264","Valdosta State University","Georgia","7025","4360","2103","34","2137","31698","","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","43221232","37423940","513654","50303200","","15440832","1446510","1001201","2551145","146070400","13047448","7250155","57736248","35074636","1928129.38","888275.69","40806996","17001012","40763716","6852267.5","7250155","","148485248","59816196","20868660","19695528","146070400","148485248","118550256","116135408","87.52","84.46","86.18","9994"
"2008","141334","University of West Georgia","Georgia","6159","3589","1990","60","2050","30118-0001","","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","44400644","35203824","","46454032","","12683950","548038","1319163","545868","165962800","15722302","5422428","50936940","32236400","1229406","545594.06","40607976","18084386","26561424","3905065.5","5422428","","124758176","54771440","12532021","14198526","165962800","124758176","75356752","116561384","87.52","84.46","86.18","9427"
"2008","173124","Bemidji State University","Minnesota","2065","1709","750","30","780","56601","","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","29629000","20615000","","23658000","","7570000","3672000","","1954000","75728000","10362000","861000","24199256","14984877","681819","315481.5","30869738","12730026","11615738","2205403.75","861000","","68276000","30235790","10568000","9951000","75728000","68276000","46463000","53915000","87.52","84.46","86.18","3971"
"2008","173920","Minnesota State University-Mankato","Minnesota","6421","5644","2371","16","2387","56001","","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","87136000","69548000","","60293000","","12632000","7716000","","1515000","199348992","21287000","3241000","77998152","48591716","6558759","2990077.75","74004176","34003280","22245762","6680463","3241000","","184224000","92265544","29075000","30076000","199348992","184224000","150080992","165206000","87.52","84.46","86.18","13049"
"2008","174020","Metropolitan State University","Minnesota","429","226","51","18","69","55106-5000","","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","30250000","23941000","","24128000","","6193000","2885000","","1107000","61498000","7435000","1126000","24762462","15525088","294612.44","88193.84","33420602","16967900","976264.69","221971","1126000","","60625000","32803152","1882000","2335000","61498000","60625000","45361000","46234000","87.52","84.46","86.18","4258"
"2008","174066","University of Minnesota-Twin Cities","Minnesota","29173","15324","5093","14","5107","55455-0213","","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","597143232","487391840","22312822","621960128","","415427616","111383512","255509744","123284392","2346361600","188334160","69008800","666274624","398789600","878475008","389685920","780673664","380359264","282612960","55035620","69008800","","2682239232","1223870336","2722154496","2070002176","2346361600","2682239232","2704156416","2425752320","87.52","84.46","86.18","41993"
"2008","174075","University of Minnesota-Crookston","Minnesota","789","583","268","8","276","56716-5001","","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","9664586","6948710","12138","12404713","","2269470","1309730","161428","643785","27528390","4833773","1346297","8396330","4856229","1446683","800243","7813255","4005990","5350465","1481949","1346297","","28008876","11144411","3488737","3534364","27528390","28008876","37739376","37210628","87.52","84.46","86.18","1567"
"2008","174233","University of Minnesota-Duluth","Minnesota","7801","5417","2247","4","2251","55812","","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","102393808","87599816","43926","52893552","","15048501","10587739","3186160","4820220","221936784","27670838","9942831","63345596","40505640","27121184","12907502","51501416","25678892","42293692","9597155","9942831","","212612144","88689192","84311112","88890320","221936784","212612144","296536288","306549408","87.52","84.46","86.18","10323"
"2008","174251","University of Minnesota-Morris","Minnesota","1482","1069","373","1","374","56267","","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","12872790","8707419","39813","20547020","","2714428","1860590","258010","463182","41412604","7119727","1473148","13650766","8478777","1030502","509917","12675294","6338959.5","8207363","1494846.13","1473148","","41137864","16822498","4203435","4211036","41412604","41137864","55296480","55721196","87.52","84.46","86.18","1536"
"2008","174358","Minnesota State University-Moorhead","Minnesota","3125","2490","1108","121","1229","56563","","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","38155000","28068000","","34103000","","7605000","3444000","","1114000","94697000","11697000","658000","40659976","26675140","2204164.5","785689.5","31998226","15563528","14699554","3382393.5","658000","","90836000","46406752","5859000","5902000","94697000","90836000","72510000","76371000","87.52","84.46","86.18","6579"
"2008","174783","Saint Cloud State University","Minnesota","6106","5245","2333","43","2376","56301-4498","","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","93123000","73885000","","64410000","","14117000","7873000","","2956000","204858000","23166000","3451000","91216984","59658992","4467321","1819161.63","74515680","37155656","21897068","6329930","3451000","","195783008","104963736","16827000","15572000","204858000","195783008","138830000","147904992","87.52","84.46","86.18","14561"
"2008","175078","Southwest Minnesota State University","Minnesota","1722","1311","502","6","508","56258-5468","","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","19602000","13993000","","17887000","","3543000","1915000","","1295000","49381000","6415000","549000","18972166","11225210","842672.31","304395.75","20195244","8958495","7319211","1637235.5","549000","","47912000","22125336","2617000","2250000","49381000","47912000","58120000","59589000","87.52","84.46","86.18","4126"
"2008","175272","Winona State University","Minnesota","6167","4531","1877","8","1885","55987-5838","","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","60053000","49029000","","37081000","","6640000","3835000","","2212000","130847000","11934000","685000","50812692","30903740","982337.88","461468.75","41018796","17916132","29698916","5710675.5","685000","","123923000","54992016","14336000","14221000","130847000","123923000","130670000","137594000","87.52","84.46","86.18","7806"
"2008","200697","Air Force Institute of Technology-Graduate School of Engineering & Management","Ohio","","","","","","45433-7765","","US service schools","Public","Four or more years","Public, four-year or above","Non-Title IV postsecondary institution that is NOT open to the public","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.52","84.46","86.18","673"
"2008","200800","University of Akron Main Campus","Ohio","","","","","","44325-4702","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","211525200","176842688","","107664984","","36474252","9362808","12866909","17174520","436462688","62497008","27814500","165374720","91583944","51422840","16968580","128848600","52716960","70416200","18216830","27814500","","444318400","179486304","52973840","42229332","436462688","444318400","432644288","424788576","87.52","84.46","86.18","20104"
"2008","201432","Bowling Green State University-Firelands","Ohio","","","","","","44839-9791","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.52","84.46","86.18","1657"
"2008","201441","Bowling Green State University-Main Campus","Ohio","11111","9712","3079","19","3098","43403","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","200167744","141371392","","94019912","","22712812","6680738","8063128","","328675104","79790216","19499588","145636928","87563456","15182016","6546859","82604816","45123544","86243592","24822888","19499588","","352298368","164056736","201688384","140693024","328675104","352298368","389382304","365759040","87.52","84.46","86.18","16257"
"2008","201690","Central State University","Ohio","6175","2484","646","16","662","45384-1004","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","13196883","8563446","","21823484","","14104132","2590054","418100","","69219208","11694238","1423774","13627563","8006850.5","5240403","1518208.25","25312968","10235492","12464270","1753670.5","1423774","","58068976","21514222","","","69219208","58068976","65275360","76425592","87.52","84.46","86.18","2049"
"2008","201885","University of Cincinnati-Main Campus","Ohio","11876","8902","3528","32","3560","45221-0063","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","332321760","253805952","","191331248","","164510000","10880506","20171388","46727636","638819712","102045808","23530006","321179968","165496896","271632896","98247968","207272288","96221824","107497008","16613974","23530006","","943388864","376580672","1095780352","831664256","638819712","943388864","1925514624","1624371712","87.52","84.46","86.18","25222"
"2008","201946","University of Cincinnati-Clermont College","Ohio","","","","","","45103","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","13669580","10014319","","7611225","","4983009","59745","","25692","23147844","4750688","1095427","10365253","6236890","1274417.88","557909","7905009.5","2849840","71242.37","","1095427","","20711350","9644639","1450142","1099882","23147844","20711350","","","87.52","84.46","86.18","2520"
"2008","201955","University of Cincinnati-Raymond Walters College","Ohio","","","","","","45236-1096","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","19289884","16002184","","12893358","","4029453","4056","","55315","35568824","4272976","985275","20881210","12695546","2815827","1010054","9594574","3244480","302163.66","139628","985275","","34579048","17089708","224097","165711","35568824","34579048","","","87.52","84.46","86.18","3056"
"2008","202134","Cleveland State University","Ohio","3559","2646","1045","34","1079","44115-2214","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","130750632","115263408","","79056336","","23679576","9519986","3603198","4557213","264927520","26364156","10876936","112832112","62582788","28758680","10432707","88758632","42097392","32028902","4079872.25","10876936","","273255264","119192752","6040906","4911414","264927520","273255264","321585440","313257696","87.52","84.46","86.18","11371"
"2008","202648","Edison State Community College","Ohio","","","","","","45356-9239","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","7910868","5850787","","7232364","","3737314","316217","","509408","19790740","4040938","512568","8510063","5074110","925880.06","438546.16","8438942","3136157","1136086.38","95739.06","512568","","19523540","8744553","1224429","1456401","19790740","19523540","15689365","15956565","87.52","84.46","86.18","2046"
"2008","203492","Kent State University Salem Campus","Ohio","","","","","","44460","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","5539116","4615057","","3542774","","725756","115969","62198","","9798724","1040551","116492","5886225","3844855","279036.88","119238","2967409","932190","525343.88","48716","116492","","9774507","4944999","","","9798724","9774507","","","87.52","84.46","86.18","1052"
"2008","203517","Kent State University Kent Campus","Ohio","12364","9854","3632","144","3776","44242-0001","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","191722736","159738736","","105351056","","49715096","15156912","6083095","13556000","400698624","56828616","24844620","188566512","94353936","45723804","15636784","124927984","51011496","91633256","21131532","24844620","","475696192","182133744","65307000","34555000","400698624","475696192","611155008","547656000","87.52","84.46","86.18","20126"
"2008","203951","The University of Toledo-Health Science Campus","Ohio","","","","",""," ","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Institution is not active in current universe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2008","204006","Miami University-Hamilton","Ohio","","","","","","45011","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","14384981","10410288","","8155742","","4460032","1069654","303560","374634","25937604","5078733","1104040","12060274","7367320","923567","277866","9623548","3717831","158205","56151","1104040","","24425320","11419168","","","25937604","24425320","","","87.52","84.46","86.18","2360"
"2008","204015","Miami University-Middletown","Ohio","","","","","","45042","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","10066669","6533608","","8072178","","3918293","850984","565081","149499","21330636","4460241","927180","10711068","6486825","1827284","572387","8094906","3443544","3728","","927180","","22445092","10502756","","","21330636","22445092","","","87.52","84.46","86.18","1525"
"2008","204024","Miami University-Oxford","Ohio","15009","12067","3571","5","3576","45056","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","387179712","237571440","","70329064","","22074896","3288179","2403085","14216938","432327808","168187984","14792803","181457280","90233136","21551598","7260982","124082000","60823328","133730656","42669392","14792803","","479890304","200989488","376485760","313255776","432327808","479890304","755184512","708019840","87.52","84.46","86.18","16144"
"2008","204477","Northeastern Ohio Universities Colleges of Medicine and Pharmacy","Ohio","","","","","","44272-0095","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","18594400","18370782","","16546813","","3390404","1957074","1213390","","42492308","333980","110363","18284726","7524247","6129914","2228049.25","16278528","7254000","1373231.5","595218.19","110363","","42176760","17601514","7894835","8736647","42492308","42176760","69464576","69780120","87.52","84.46","86.18","602"
"2008","204671","Ohio State University-Lima Campus","Ohio","","","","","","45804","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","8460073","7232923","","4953252","","1364001","49058","54","78396","14135883","2121896","894746","8472092","4830194.5","563149","188097","5448144","2704654.75","","","894746","","15378131","7722947","3313889","3334956","14135883","15378131","13148759","12428606","87.52","84.46","86.18","1288"
"2008","204680","Ohio State University-Mansfield Campus","Ohio","","","","","","44906","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","8656602","7192567","","5902137","","1657482","5900","86772","146793","17028172","2531499","1067464","10007500","5503489","572939","211421","6553644","2380136","","","1067464","","18201548","8095046","1801154","1832516","17028172","18201548","26287276","35244208","87.52","84.46","86.18","1277"
"2008","204699","Ohio State University-Marion Campus","Ohio","","","","","","43302-5695","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","10153570","8252867","","5323751","","1989622","2500","324942","632458","18391656","3286552","1385849","8344612","4817992","560874","104326.99","6971455","2688014.75","","","1385849","","17262790","7610334","4200083","4256789","18391656","17262790","35697056","37070208","87.52","84.46","86.18","1508"
"2008","204705","Ohio State University-Newark Campus","Ohio","","","","","","43055","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","14162674","12447232","","6990522","","2526785","18908","8364","81093","22502484","2966213","1250771","10779075","7019362.5","620924","114939.99","9362725","3323488.75","","","1250771","","22013496","10457792","2416115","2944781","22502484","22013496","29844374","40156196","87.52","84.46","86.18","2262"
"2008","204796","Ohio State University-Main Campus","Ohio","20932","13041","6153","20","6173","43210","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","693241024","583698880","","468905952","","309506272","89553288","252217392","76193824","3660074496","189412064","64751504","881427008","498182112","560542144","248285760","406895488","206262144","236698272","92563888","64751504","","3990319360","1835822848","2060918400","1646908160","3660074496","3990319360","4492175872","4132466432","87.52","84.46","86.18","48889"
"2008","204802","Ohio University-Eastern Campus","Ohio","","","","","","43950","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","3428938","1929055","","3352169","","886646","353333","","","6849622","1783700","283817","3609180.25","2261493","140093.06","52785","3535771.75","1148278.88","","","283817","","7568862","3462557","","","6849622","7568862","","","87.52","84.46","86.18","601"
"2008","204820","Ohio University-Chillicothe Campus","Ohio","","","","","","45601-0629","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","9365773","4828947","","6159929","","3649197","218580","","","15113378","5395313","858487","7810347","4687947","768874.44","356025","4775775.5","1462622","","","858487","","14213484","6506594","","","15113378","14213484","","","87.52","84.46","86.18","1586"
"2008","204839","Ohio University-Southern Campus","Ohio","","","","","","45638","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","8573035","3600214","","5730403","","4299609","367447","17500","","14468217","5913810","940989","8643851","5132026","894959.13","420294","5834272.5","1699834","","","940989","","16314071","7252154","","","14468217","16314071","","","87.52","84.46","86.18","1434"
"2008","204848","Ohio University-Lancaster Campus","Ohio","","","","","","43130-1037","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","8568457","4937714","","4771560","","2806558","504649","","","13167535","4317775","687032","7634604","4738824.5","427426.09","212428.98","5165369","1714675","","","687032","","13914431","6665929","","","13167535","13914431","","","87.52","84.46","86.18","1424"
"2008","204857","Ohio University-Main Campus","Ohio","14046","10931","3980","5","3985","45701-2979","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","239525680","209638864","","128855656","","37506392","13706562","8698044","3879535","520957088","46877204","7458967","218721344","111956944","65165308","25402204","119380600","59255040","87283920","28168258","7458967","","498346528","224782432","311879648","253259008","520957088","498346528","542732352","563504192","87.52","84.46","86.18","20025"
"2008","204866","Ohio University-Zanesville Campus","Ohio","","","","","","43701","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","8092046","4659864","","6235849","","2594570","129483","20515","","13784912","4081641","649459","8189762.5","5331737","207078.5","84001","4165240.25","1309331","","","649459","","13211540","6725069","","","13784912","13211540","","","87.52","84.46","86.18","1388"
"2008","205443","Shawnee State University","Ohio","","","","","","45662","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","27252324","18742448","","17448098","","10561751","3885677","1319591","","55968680","14982070","6472193","23122980","13527964","4164882.75","2014047.75","17264672","7974067","5727689.5","1899216.75","6472193","","56795116","25415298","11853736","11253619","55968680","56795116","87195608","86369168","87.52","84.46","86.18","3562"
"2008","206084","University of Toledo","Ohio","","","","","","43606-3390","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","232996288","188983344","","114497064","","49437108","33624664","19220836","10367149","763063232","73063592","25036812","221503120","124594400","65938928","22077458","116711344","29998386","78858744","17110884","25036812","","792065024","291242368","45446696","38518956","763063232","792065024","554519168","525517408","87.52","84.46","86.18","19290"
"2008","206604","Wright State University-Main Campus","Ohio","","","","","","45435-0001","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","145461664","114921320","","102093592","","51588172","11979277","41542700","9034863","368199264","48567624","15880559","143671232","85144040","50584860","22086090","131696960","50474012","30426292","6240042.5","15880559","","374112768","164123248","100357736","82447608","368199264","374112768","363438016","360027776","87.52","84.46","86.18","14535"
"2008","206695","Youngstown State University","Ohio","","","","","","44555-0001","","Great Lakes: IL, IN, MI, OH, and WI","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","95723872","78501680","","49553328","","23868092","8572805","642594","6968977","198504912","35062020","17839828","84145760","51719284","7066542","2947557.25","56043884","28229972","29154234","8176434.5","17839828","","194250256","91073240","161032256","139849248","198504912","194250256","188717088","192971760","87.52","84.46","86.18","11612"
"2008","222831","Angelo State University","Texas","2566","2543","1421","46","1467","76909","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","37317180","27821900","","30237684","","4758584","3843769","415810","728019","88398904","15475011","5979731","39357720","19502072","2735100","1105198","25735748","12598646","18682526","5069494.5","5979731","","115492432","38275408","96873984","92889200","88398904","115492432","213405168","186311648","87.52","84.46","86.18","5454"
"2008","223214","Texas A&M Health Science Center","Texas","","","","","","77840","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","19083004","17878586","","97211288","","19360908","3686043","5004356","4810197","181604720","2632632","1400590","81447640","41371900","55447064","27106276","47415044","23326808","728880.19","159588.88","1400590","","206260448","91964576","55298000","46456752","181604720","206260448","241122064","216466336","87.52","84.46","86.18","1586"
"2008","223506","Brazosport College","Texas","","","","","","77566-3199","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","6275725","5684861","","8052628","9228774","2567254","312781","149341","","29463384","1924297","1333433","16438243","7836800","227491.92","124399","10516179","4973805","376248.31","74641.27","1333433","","29650728","13009645","6209450","3996563","29463384","29650728","36485940","36298596","87.52","84.46","86.18","2290"
"2008","224147","Texas A & M University-Corpus Christi","Texas","","","","","","78412-5503","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","48434020","38452472","","63355640","","20675136","4005892","5916864","12763218","152252736","18751374","8769827","46839196","27861462","21095440","8675129","39755296","18577856","14151839","5058171.5","8769827","","152377168","60172624","5184801","4534169","152252736","152377168","166883680","166759248","87.52","84.46","86.18","7301"
"2008","224545","Texas A & M University-Texarkana","Texas","","","","","","75505","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","4948418","3941175","","17948706","","2266141","610381","46422","1182917","28108240","2523225","1447895","9809644","6189800.5","124866.26","54678","7866014.5","3563676.5","391360.44","155586.02","1447895","","28636150","9963740","2904049","2824683","28108240","28636150","43387104","42728564","87.52","84.46","86.18","938"
"2008","224554","Texas A & M University-Commerce","Texas","3072","1551","737","32","769","75429-3011","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","42968016","34689316","","41241268","","11738903","3883954","1348826","988173","140757760","18557856","8564035","47017448","26656064","4989906.5","1932972","26900910","12227744","16028050","4187061.25","8564035","","116744200","45003840","14302458","12385210","140757760","116744200","112032200","135469392","87.52","84.46","86.18","6234"
"2008","225414","University of Houston-Clear Lake","Texas","","","","","","77058-1098","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","39819192","37454316","","35421192","","6368993","2614828","587614","527714","91604104","9663847","7298971","39638004","24620348","1756956.63","767606.31","32939864","14588918","5270783","2452947.25","7298971","","89425112","42429816","12060799","10142436","91604104","89425112","69233032","71822496","87.52","84.46","86.18","4886"
"2008","225432","University of Houston-Downtown","Texas","","","","","","77002-1014","","Southwest: AZ, NM, OK, and TX","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","","","50876664","40816416","","34053688","","21452810","5714604","290259","1193111","118571456","26469260","16409013","40595728","26733558","3615396","1829969.88","38290800","19146100","10845310","2302486.75","16409013","","112063064","50012116","16160710","13675601","118571456","112063064","84066064","89874944","87.52","84.46","86.18","8454"
