"year","unitid","inst_name","state_name","number_applied","number_admitted","number_enrolled_ft","number_enrolled_pt","number_enrolled_total","zip","county_name","region","inst_control","institution_level","sector","postsec_public_active_title_iv","longitude","latitude","rev_tuition_fees_gross","rev_tuition_fees_net","rev_appropriations_fed","rev_appropriations_state","rev_appropriations_local","rev_grants_contracts_federal","rev_grants_contracts_state","rev_grants_contracts_local","rev_gifts_grants_contracts","rev_total_current","sch_total_student_aid","sch_exp_net_fellowships","exp_instruc_total","exp_instruc_salaries","exp_res_pub_serv_total","exp_res_pub_serv_salaries","exp_acad_inst_student_total","exp_acad_inst_student_salaries","exp_aux_ent_total","exp_aux_ent_salaries","exp_net_grant_aid_total","exp_net_grant_aid_salaries","exp_total_current","exp_total_salaries","endowment_beg","endowment_end","total_revenues_additions","total_expenses_deductions","net_position_beginning","net_position_end","cpi","hepi","heca","calc_fte"
"2017","139719","Fort Valley State University","Georgia","3527","1540","509","12","521","31030-4313","Peach County","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-83.8954","32.5376","16263393","8058541","5624558","23075208","","20724178","234069","33043","551929","83518768","12599074","4394222","12956019","8900573","12869784","5514290","27628782","12502205","12134786","1441036","4394222","","78547664","28360104","7268399","12383122","83518768","78547664","48755812","14697290","101.91","","","2441"
"2017","139755","Georgia Institute of Technology-Main Campus","Georgia","31497","7369","2855","6","2861","30332-0530","Fulton County","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-84.3948","33.7724","422712928","369856160","","291283136","","625634304","8128923","247095984","1498581","1748050304","70851416","17994648","344736256","204667936","958387712","452508032","231221376","111729312","112643248","24231324","17994648","","1706288128","793136640","1985801984","2091110016","1748050304","1706288128","1427559168","865775168","101.91","","","23767"
"2017","139764","Georgia Southwestern State University","Georgia","1279","863","445","7","452","31709-4693","Sumter County","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-84.2177","32.0547","16610193","12923287","","12879048","","5592094","215144","2096830","1088612","45506940","6137922","2451016","17345944","10667369","1545672","659182","15657590","5710206","11735690","907094","2451016","","48735912","17943852","35621824","37784952","45506940","48735912","43085312","10600974","101.91","","","2438"
"2017","139861","Georgia College & State University","Georgia","4089","3230","1441","2","1443","31061","Baldwin County","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-83.232","33.0828","63331960","58669400","","40028860","","7563170","262364","51745","2570549","172606672","37156240","23226908","46775968","30445852","5372452","1280685","48463096","22274584","24609108","3407412","23226908","","170122336","57408536","40089456","44119056","172606672","170122336","96398784","-39157392","101.91","","","6207"
"2017","139931","Georgia Southern University","Georgia","9202","6284","3472","36","3508","30460-8126","Bulloch County","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-81.7822","32.4288","194228768","150017840","","133567040","","52278912","483077","12053469","7282379","475020000","63268064","18782480","172059856","107596760","19899308","8669004","160773568","64980228","116714392","26327036","18782480","","488229600","207573024","51165416","67642904","475020000","488229600","280768448","65825524","101.91","","","18239"
"2017","139940","Georgia State University","Georgia","14462","10101","4095","113","4208","30303-3083","Fulton County","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-84.3867","33.7527","322913792","249014480","","216118448","","142951136","10855788","40064176","1111535","794494592","110107024","36207712","262342720","146824208","218587104","116663584","186573600","93384080","98161232","23194192","36207712","","801872384","380066080","165924096","172029680","955423616","943412224","611076672","198551808","101.91","","","28066"
"2017","139959","University of Georgia","Georgia","24165","13052","5809","17","5826","30602","Clarke County","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-83.374","33.9563","605225472","464530464","","479489184","","172872528","40631540","78017768","77253232","1687583232","180279168","39584192","378053120","221513920","637160640","317901248","279610368","126381424","197362240","77813264","39584192","","1575923456","743609856","1151903488","1274343424","1687583232","1575923456","1603440000","499444192","101.91","","","35355"
"2017","139968","Gordon State College","Georgia","3221","2694","1145","88","1233","30204","Lamar County","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-84.1545","33.0457","12812532","6233502","","13278209","","9752960","136766","8400","332541","41464984","12688102","3217196","15504780","9484387","1674","","9393022","4176919","9947149","1213545","3217196","","42942912","14874851","3038314","3212895","41464984","42942912","35823728","13093817","101.91","","","3211"
"2017","140960","Savannah State University","Georgia","4459","2486","820","49","869","31404-5310","Chatham County","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-81.0634","32.0248","32538720","11973674","","24139344","","26898968","104591","516288","2201771","115346608","27749190","6941560","26610340","17354584","4639920","1889605","29056928","13379544","35669184","4883292","6941560","","102917928","37507024","7564728","8038123","115346608","102917928","22818988","-14686564","101.91","","","4051"
"2017","141264","Valdosta State University","Georgia","5303","3933","1570","25","1595","31698","Lowndes County","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-83.2893","30.8474","71026376","60277840","","49104736","","24649616","220763","1477335","1026448","178503904","23428556","12680020","68304552","42840164","1966865","1037527","64293600","24962554","34443288","5771549","12680020","","181688320","74611792","45283920","52566968","178503904","181688320","109631936","1121338","101.91","","","9261"
"2017","141334","University of West Georgia","Georgia","7912","4638","2177","63","2240","30118-0001","Carroll County","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-85.0978","33.5736","102130600","78473232","","59326040","","27579812","500619","1508630","2027218","219657568","34296192","8411848","86301928","45739368","2179740","1050839","74293000","34682656","53486656","15370371","8411848","","233052528","96843232","28982974","32501664","219657568","233052528","127213064","-2210971","101.91","","","11100"
"2017","173124","Bemidji State University","Minnesota","4033","2670","748","16","764","56601","Beltrami County","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-94.8741","47.4823","36707000","23413000","","22457000","","9969000","4477000","","2424000","78580000","15013000","1143000","28395000","16660000","442000","98000","33911000","15614000","13175000","3213000","1143000","","83423000","35585000","21138000","26440000","78580000","83423000","47619000","41335000","101.91","","","4117"
"2017","173920","Minnesota State University-Mankato","Minnesota","11689","7126","2249","17","2266","56001","Blue Earth County","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-93.9995","44.1467","118570000","92194000","","63586000","","19564000","11822000","","3170000","241260000","36179000","9384000","97051000","56669000","6419000","2940000","87057000","38644000","36771000","8909000","9384000","","251011008","107162000","45751000","63282000","241260000","251011008","169456000","158660992","101.91","","","12711"
"2017","174020","Metropolitan State University","Minnesota","929","516","71","51","122","55106-5000","Ramsey County","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-93.0744","44.9573","49017000","31227000","","32301000","","15912000","5644000","","1603000","93835000","20737000","2947000","35011000","22468000","366000","105000","48389000","24176000","2975000","56000","2947000","","97321000","46805000","4545000","5650000","93835000","97321000","46215000","42475000","101.91","","","5106"
"2017","174066","University of Minnesota-Twin Cities","Minnesota","43720","21681","6183","12","6195","55455-0213","Hennepin County","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-93.2355","44.9729","921017088","678812480","21689948","593849664","","484664704","152401984","453772032","186565392","3400736000","295106240","44943472","771123648","464616832","1146018048","485730560","932151168","466496512","387309600","77479048","44943472","","3442256640","1494322944","3290771456","3500753152","3400736000","3442256640","2766788864","2825762816","101.91","","","44325"
"2017","174075","University of Minnesota-Crookston","Minnesota","1377","946","193","13","206","56716-5001","Polk County","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-96.6062","47.8025","18344532","10921440","","11637153","","2896061","1925568","307547","926024","34243440","8775837","395113","12304043","7546636","897247","196522","10283768","5064826","9131419","2891996","395113","","38115220","15699980","16777398","17731048","34243440","38115220","40641148","38707652","101.91","","","1856"
"2017","174233","University of Minnesota-Duluth","Minnesota","8693","6660","2258","17","2275","55812","St. Louis County","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-92.0844","46.8171","129134800","92732640","","48209496","","16292657","18267776","2926960","6073104","279447872","39880876","1920796","75297600","47489400","33782736","14795765","65379528","30952358","47249600","10356122","1920796","","253587056","103593640","170822224","182757392","279447872","253587056","250413792","283633088","101.91","","","10214"
"2017","174251","University of Minnesota-Morris","Minnesota","3211","2048","352","4","356","56267","Stevens County","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-95.9018","45.5898","15778190","8181679","","22306994","","4391530","2971146","393826","1991492","50539728","10715207","1441897","17132404","9400822","2465235","1215309","15429877","6990245","12569949","2929030","1441897","","55441580","20535406","14629939","15572401","50539728","55441580","45680008","43530728","101.91","","","1567"
"2017","174358","Minnesota State University Moorhead","Minnesota","4400","2657","834","10","844","56563","Clay County","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-96.7595","46.8672","43880000","30671000","","31699000","","7589000","3730000","","2909000","100108000","14869000","1196000","40828000","24533000","889000","371000","38293000","17654000","19816000","3251000","1196000","","107534000","45809000","17098000","24498000","100108000","107534000","83826000","75978000","101.91","","","4979"
"2017","174783","Saint Cloud State University","Minnesota","6387","5479","1471","38","1509","56301-4498","Stearns County","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-94.1527","45.5532","89453000","61417000","","66161000","","19540000","10073000","","4412000","203502000","32457000","3995000","83163000","51093000","6030000","2158000","75641000","35865000","28669000","5429000","3995000","","212631008","94545000","19812000","30369000","203502000","212631008","133837000","123308000","101.91","","","11382"
"2017","175078","Southwest Minnesota State University","Minnesota","2051","1264","328","4","332","56258-5468","Lyon County","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-95.7595","44.4537","21203000","13787000","","19744000","","4643000","2404000","","2228000","51850000","8599000","912000","21497000","12885000","1073000","299000","21792000","9871000","7533000","1599000","912000","","56162000","24654000","2747000","3052000","51850000","56162000","49612000","44978000","101.91","","","4203"
"2017","175272","Winona State University","Minnesota","7468","4966","1600","10","1610","55987-5838","Winona County","Plains: IA, KS, MN, MO, NE, ND, and SD","Public","Four or more years","Public, four-year or above","Title IV postsecondary institution","-91.6437","44.0462","62041000","44268000","","40828000","","9865000","6267000","","3496000","155427008","19550000","926000","58134000","34787000","938000","311000","49352000","22991000","39139000","8041000","926000","","160019008","66130000","24748000","40155000","155427008","160019008","130456000","124123000","101.91","","","7164"
